"Country","Sex","Age","Year","l60","LT_ID3","LT_ID2","at_risk","AgeInt","dx","qx","atRisk","n_events","events","haz","S_t","S_t_new","seS_t","seS","LT_ID","protein.kcal","abp.kcal","pbp.kcal","fat.kcal","carb.kcal","GDP","age_sex"
"AUS","Males",60,1964,0.76824,"AUS_1964_1_60","AUS_1964_1",204,5,0.10184,0.132562740810164,204000,27042.7991252734,27042.7991252734,0.132562740810164,0.6664,0.76824,0.00100988099471677,0.00100988099471677,"AUS_1964",441.04,290.04,151,995.13,1573.83,15699,"60_1"
"AUS","Males",60,1965,0.77058,"AUS_1965_1_60","AUS_1965_1",210,5,0.0980500000000001,0.127241817851489,210000,26720.7817488126,26720.7817488126,0.127241817851489,0.67253,0.77058,0.000989139020049954,0.000989139020049954,"AUS_1965",431.24,285.12,146.12,992.34,1534.42,16182,"60_1"
"AUS","Males",60,1966,0.77043,"AUS_1966_1_60","AUS_1966_1",215,5,0.10035,0.130251937229859,215000,28004.1665044196,28004.1665044196,0.130251937229859,0.67008,0.77043,0.000984670316776107,0.000984670316776107,"AUS_1966",444.32,284.8,159.52,992.79,1594.89,16324,"60_1"
"AUS","Males",60,1971,0.77574,"AUS_1971_1_60","AUS_1971_1",248,5,0.09915,0.12781344264831,248000,31697.7337767809,31697.7337767809,0.12781344264831,0.67659,0.77574,0.000921281777467673,0.000921281777467673,"AUS_1971",435.44,285.44,150,1030.59,1557.97,19590,"60_1"
"AUS","Males",60,1976,0.79698,"AUS_1976_1_60","AUS_1976_1",281,5,0.08938,0.112148360059224,281000,31513.6891766418,31513.6891766418,0.112148360059224,0.7076,0.79698,0.000850283877023668,0.000850283877023668,"AUS_1976",450.88,314.44,136.4,1007.28,1475.84,21613,"60_1"
"AUS","Males",60,1979,0.81633,"AUS_1979_1_60","AUS_1979_1",281,5,0.08256,0.101135570173827,281000,28419.0952188453,28419.0952188453,0.101135570173827,0.73377,0.81633,0.000811119187522606,0.000811119187522606,"AUS_1979",420.92,284.68,136.24,997.2,1406.88,22826,"60_1"
"AUS","Males",60,1981,0.82433,"AUS_1981_1_60","AUS_1981_1",294,5,0.08028,0.097388181917436,294000,28632.1254837262,28632.1254837262,0.097388181917436,0.74405,0.82433,0.000785998589106329,0.000785998589106329,"AUS_1981",414.36,276.12,138.24,1016.46,1452.18,23368,"60_1"
"AUS","Males",60,1982,0.82743,"AUS_1982_1_60","AUS_1982_1",306,5,0.08081,0.0976638507184898,306000,29885.1383198579,29885.1383198579,0.0976638507184898,0.74662,0.82743,0.000775827188771945,0.000775827188771945,"AUS_1982",427.2,284.52,142.64,1046.79,1444.01,22972,"60_1"
"AUS","Males",60,1983,0.83773,"AUS_1983_1_60","AUS_1983_1",320,5,0.0776899999999999,0.0927387105630692,320000,29676.3873801821,29676.3873801821,0.0927387105630692,0.76004,0.83773,0.000751008061102085,0.000751008061102085,"AUS_1983",415.68,277.12,138.56,1022.31,1415.01,22697,"60_1"
"AUS","Males",60,1984,0.84564,"AUS_1984_1_60","AUS_1984_1",333,5,0.07541,0.0891750626744241,333000,29695.2958705832,29695.2958705832,0.0891750626744241,0.77023,0.84564,0.000733137138320992,0.000733137138320992,"AUS_1984",426.88,274.84,152.04,1017.72,1462.4,24009,"60_1"
"AUS","Males",60,1988,0.85378,"AUS_1988_1_60","AUS_1988_1",361,5,0.07075,0.0828667806694933,361000,29914.9078216871,29914.9078216871,0.0828667806694933,0.78303,0.85378,0.000693182279723999,0.000693182279723999,"AUS_1988",432.64,281.36,151.28,1106.82,1417.54,26702,"60_1"
"AUS","Males",60,1989,0.85921,"AUS_1989_1_60","AUS_1989_1",365,5,0.06935,0.08071367884452,365000,29460.4927782498,29460.4927782498,0.08071367884452,0.78986,0.85921,0.000679692441116342,0.000679692441116342,"AUS_1989",431.24,285.64,145.6,1137.15,1408.61,27407,"60_1"
"AUS","Males",60,1990,0.86398,"AUS_1990_1_60","AUS_1990_1",367,5,0.0672999999999999,0.0778953216509641,367000,28587.5830459038,28587.5830459038,0.0778953216509641,0.79668,0.86398,0.000668637241986807,0.000668637241986807,"AUS_1990",440,289.32,150.64,1157.67,1424.33,27373,"60_1"
"AUS","Males",60,1991,0.8692,"AUS_1991_1_60","AUS_1991_1",367,5,0.0647799999999999,0.0745283018867924,367000,27351.8867924528,27351.8867924528,0.0745283018867924,0.80442,0.8692,0.000652355774460363,0.000652355774460363,"AUS_1991",425.56,282.8,142.72,1153.71,1390.73,26861,"60_1"
"AUS","Males",60,1992,0.87254,"AUS_1992_1_60","AUS_1992_1",361,5,0.06419,0.0735668278818163,361000,26557.6248653357,26557.6248653357,0.0735668278818163,0.80835,0.87254,0.000646593549416704,0.000646593549416704,"AUS_1992",417.04,283.56,133.48,1185.57,1373.39,27560,"60_1"
"AUS","Males",60,1993,0.877,"AUS_1993_1_60","AUS_1993_1",357,5,0.06055,0.0690421892816419,357000,24648.0615735462,24648.0615735462,0.0690421892816419,0.81645,0.877,0.000629329471271047,0.000629329471271047,"AUS_1993",412.04,281,131.04,1164.24,1322.72,28622,"60_1"
"AUS","Males",60,1994,0.87753,"AUS_1994_1_60","AUS_1994_1",355,5,0.06011,0.0684990826524449,355000,24317.1743416179,24317.1743416179,0.0684990826524449,0.81742,0.87753,0.000624291793921465,0.000624291793921465,"AUS_1994",421.84,284.08,137.76,1147.95,1342.21,29844,"60_1"
"AUS","Males",60,1995,0.88079,"AUS_1995_1_60","AUS_1995_1",353,5,0.05841,0.0663154667968528,353000,23409.359779289,23409.359779289,0.0663154667968528,0.82238,0.88079,0.000611644709531608,0.000611644709531608,"AUS_1995",431.04,276.56,154.48,1128.51,1401.45,30690,"60_1"
"AUS","Males",60,1996,0.88338,"AUS_1996_1_60","AUS_1996_1",353,5,0.05618,0.0635966401775001,353000,22449.6139826575,22449.6139826575,0.0635966401775001,0.8272,0.88338,0.00059921992098593,0.00059921992098593,"AUS_1996",422.76,275.76,147,1124.37,1390.87,31740,"60_1"
"AUS","Males",60,1997,0.8856,"AUS_1997_1_60","AUS_1997_1",360,5,0.05425,0.0612579042457091,360000,22052.8455284553,22052.8455284553,0.0612579042457091,0.83135,0.8856,0.000585930358690714,0.000585930358690714,"AUS_1997",415.96,269.68,146.28,1143.63,1400.41,32858,"60_1"
"AUS","Males",60,1998,0.88825,"AUS_1998_1_60","AUS_1998_1",369,5,0.0519499999999999,0.0584857866591612,369000,21581.2552772305,21581.2552772305,0.0584857866591612,0.8363,0.88825,0.00057148306492915,0.00057148306492915,"AUS_1998",405.36,270.12,135.24,1123.47,1348.17,34337,"60_1"
"AUS","Males",60,1999,0.89081,"AUS_1999_1_60","AUS_1999_1",384,5,0.0497299999999999,0.0558255969286379,384000,21437.029220597,21437.029220597,0.0558255969286379,0.84108,0.89081,0.000555817399203834,0.000555817399203834,"AUS_1999",405.12,272.76,132.36,1174.32,1297.56,35551,"60_1"
"AUS","Males",60,2000,0.89386,"AUS_2000_1_60","AUS_2000_1",398,5,0.04713,0.0527263777325308,398000,20985.0983375473,20985.0983375473,0.0527263777325308,0.84673,0.89386,0.000540096038875209,0.00054009603887521,"AUS_2000",405.2,271.48,133.72,1170.09,1272.71,36603,"60_1"
"AUS","Males",60,2001,0.89805,"AUS_2001_1_60","AUS_2001_1",410,5,0.0458500000000001,0.0510550637492345,410000,20932.5761371862,20932.5761371862,0.0510550637492345,0.8522,0.89805,0.000525209272028873,0.000525209272028873,"AUS_2001",403.12,270.64,132.48,1208.34,1293.54,37276,"60_1"
"AUS","Males",60,2002,0.90136,"AUS_2002_1_60","AUS_2002_1",422,5,0.04495,0.0498690867134109,422000,21044.7545930594,21044.7545930594,0.0498690867134109,0.85641,0.90136,0.000513489739726218,0.000513489739726218,"AUS_2002",419.24,273,146.24,1180.53,1337.23,38567,"60_1"
"AUS","Males",60,2003,0.90413,"AUS_2003_1_60","AUS_2003_1",434,5,0.04311,0.0476811962881444,434000,20693.6391890547,20693.6391890547,0.0476811962881444,0.86102,0.90413,0.000499720756857564,0.000499720756857564,"AUS_2003",438.56,280.4,158.16,1178.91,1346.53,39524,"60_1"
"AUS","Males",60,2004,0.90588,"AUS_2004_1_60","AUS_2004_1",451,5,0.0419700000000001,0.0463306398198438,451000,20895.1185587495,20895.1185587495,0.0463306398198438,0.86391,0.90588,0.000489645456862814,0.000489645456862814,"AUS_2004",406,263.6,142.4,1206.09,1295.91,40888,"60_1"
"AUS","Males",60,2005,0.9079,"AUS_2005_1_60","AUS_2005_1",471,5,0.04081,0.0449498843484965,471000,21171.3955281419,21171.3955281419,0.0449498843484965,0.86709,0.9079,0.000478532265702469,0.000478532265702469,"AUS_2005",419.64,280.32,139.32,1235.34,1304.02,41904,"60_1"
"AUS","Males",60,2006,0.90926,"AUS_2006_1_60","AUS_2006_1",495,5,0.03967,0.0436288850273849,495000,21596.2980885555,21596.2980885555,0.0436288850273849,0.86959,0.90926,0.000466606419718884,0.000466606419718884,"AUS_2006",418.4,280.56,137.84,1290.78,1307.82,42651,"60_1"
"AUS","Males",60,2007,0.91053,"AUS_2007_1_60","AUS_2007_1",527,5,0.0387799999999999,0.0425905791132636,527000,22445.2351926899,22445.2351926899,0.0425905791132636,0.87175,0.91053,0.000454578179871367,0.000454578179871367,"AUS_2007",433.32,292.92,140.4,1295.37,1332.31,44034,"60_1"
"AUS","Males",60,2008,0.91101,"AUS_2008_1_60","AUS_2008_1",558,5,0.03806,0.0417778070493189,558000,23312.0163335199,23312.0163335199,0.0417778070493189,0.87295,0.91101,0.000444751692683683,0.000444751692683683,"AUS_2008",425.8,276.92,148.88,1269,1373.2,44422,"60_1"
"AUS","Males",60,2009,0.91187,"AUS_2009_1_60","AUS_2009_1",580,5,0.03765,0.0412887801989318,580000,23947.4925153805,23947.4925153805,0.0412887801989318,0.87422,0.91187,0.000438886450916354,0.000438886450916354,"AUS_2009",413.32,272.2,141.12,1292.58,1363.1,44687,"60_1"
"AUS","Males",60,2010,0.91305,"AUS_2010_1_60","AUS_2010_1",596,5,0.0370400000000001,0.0405673292809814,596000,24178.1282514649,24178.1282514649,0.0405673292809814,0.87601,0.91305,0.000432426858885758,0.000432426858885758,"AUS_2010",429.32,287.62,141.72,1337.265,1411.415,45400,"60_1"
"AUS","Males",60,2011,0.91433,"AUS_2011_1_60","AUS_2011_1",606,5,0.03674,0.0401824286636116,606000,24350.5517701486,24350.5517701486,0.0401824286636116,0.87759,0.91433,0.000426655223747193,0.000426655223747193,"AUS_2011",433.08,295.4,137.68,1367.145,1383.275,46132,"60_1"
"AUS","Males",60,2012,0.91599,"AUS_2012_1_60","AUS_2012_1",612,5,0.03676,0.0401314424829966,612000,24560.4427995939,24560.4427995939,0.0401314424829966,0.87923,0.91599,0.000419270509491821,0.000419270509491821,"AUS_2012",429.22,290.18,139.06,1389.6,1390.18,46999,"60_1"
"AUS","Males",60,2013,0.91645,"AUS_2013_1_60","AUS_2013_1",615,5,0.03611,0.0394020404822958,615000,24232.2548966119,24232.2548966119,0.0394020404822958,0.88034,0.91645,0.000413292019656942,0.000413292019656942,"AUS_2013",431.36,291.04,140.34,1365.795,1417.345,47250,"60_1"
"AUS","Males",60,2014,0.91589,"AUS_2014_1_60","AUS_2014_1",622,5,0.03606,0.0393715402504667,622000,24489.0980357903,24489.0980357903,0.0393715402504667,0.87983,0.91589,0.000410474017386131,0.000410474017386131,"AUS_2014",431.32,292.96,138.36,1423.8,1406.88,47867,"60_1"
"AUS","Males",60,2015,0.91564,"AUS_2015_1_60","AUS_2015_1",629,5,0.03586,0.0391638635271504,629000,24634.0701585776,24634.0701585776,0.0391638635271504,0.87978,0.91564,0.000408237705553031,0.000408237705553031,"AUS_2015",432.92,296,136.88,1435.32,1386.76,48357,"60_1"
"AUS","Males",60,2016,0.91536,"AUS_2016_1_60","AUS_2016_1",638,5,0.0359299999999999,0.0392523160286662,638000,25042.977626289,25042.977626289,0.0392523160286662,0.87943,0.91536,0.000405587889742126,0.000405587889742126,"AUS_2016",435.88,298.4,137.52,1446.21,1400.91,48845,"60_1"
"AUS","Males",60,2017,0.91732,"AUS_2017_1_60","AUS_2017_1",650,5,0.03572,0.0389395194697597,650000,25310.6876553438,25310.6876553438,0.0389395194697597,0.8816,0.91732,0.000401228692516197,0.000401228692516197,"AUS_2017",426.96,287.32,139.64,1430.82,1403.22,49266,"60_1"
"AUS","Males",60,2018,0.91746,"AUS_2018_1_60","AUS_2018_1",661,5,0.03585,0.0390752730364267,661000,25828.7554770781,25828.7554770781,0.0390752730364267,0.88161,0.91746,0.0004003110141559,0.0004003110141559,"AUS_2018",431.16,290.24,140.96,1445.04,1379.8,49831,"60_1"
"AUT","Males",60,1961,0.755785,"AUT_1961_1_60","AUT_1961_1",188,5,0.0972649999999999,0.128694006893495,188000,24194.473295977,24194.473295977,0.128694006893495,0.65852,0.755785,0.00120627778208412,0.00120627778208412,"AUT_1961",355.08,194.68,160.4,1005.66,1643.26,10882,"60_1"
"AUT","Males",60,1962,0.756755,"AUT_1962_1_60","AUT_1962_1",194,5,0.10169,0.134376383373747,194000,26069.018374507,26069.018374507,0.134376383373747,0.655065,0.756755,0.00120776767322431,0.00120776767322431,"AUT_1962",358.88,202.16,156.72,1031.49,1619.63,11078,"60_1"
"AUT","Males",60,1963,0.76123,"AUT_1963_1_60","AUT_1963_1",198,5,0.10105,0.132745687899846,198000,26283.6462041696,26283.6462041696,0.132745687899846,0.66018,0.76123,0.00119954925248703,0.00119954925248703,"AUT_1963",361.44,201.36,160.08,1070.91,1607.65,11454,"60_1"
"AUT","Males",60,1964,0.76475,"AUT_1964_1_60","AUT_1964_1",201,5,0.10055,0.131480876103302,201000,26427.6560967637,26427.6560967637,0.131480876103302,0.6642,0.76475,0.00119529404425758,0.00119529404425758,"AUT_1964",364.72,206.16,158.56,1093.77,1596.51,12062,"60_1"
"AUT","Males",60,1965,0.76394,"AUT_1965_1_60","AUT_1965_1",204,5,0.10323,0.13512841322617,204000,27566.1962981386,27566.1962981386,0.13512841322617,0.66071,0.76394,0.00119772386616686,0.00119772386616686,"AUT_1965",358.76,202.24,156.52,1086.57,1563.67,12328,"60_1"
"AUT","Males",60,1966,0.76534,"AUT_1966_1_60","AUT_1966_1",201,5,0.0978600000000001,0.127864739854183,201000,25700.8127106907,25700.8127106907,0.127864739854183,0.66748,0.76534,0.00119609496767082,0.00119609496767082,"AUT_1966",356.24,200.8,155.44,1088.82,1570.94,12930,"60_1"
"AUT","Males",60,1967,0.76559,"AUT_1967_1_60","AUT_1967_1",200,5,0.10064,0.131454172598911,2e+05,26290.8345197821,26290.8345197821,0.131454172598911,0.66495,0.76559,0.00120112066621104,0.00120112066621104,"AUT_1967",355.88,204.8,151.12,1088.91,1525.21,13225,"60_1"
"AUT","Males",60,1968,0.76703,"AUT_1968_1_60","AUT_1968_1",197,5,0.09939,0.129577721862248,197000,25526.8112068628,25526.8112068628,0.129577721862248,0.66764,0.76703,0.00120252524917377,0.00120252524917377,"AUT_1968",359.16,207.56,151.64,1097.55,1545.29,13742,"60_1"
"AUT","Males",60,1969,0.76657,"AUT_1969_1_60","AUT_1969_1",195,5,0.1011,0.131886194346244,195000,25717.8078975175,25717.8078975175,0.131886194346244,0.66547,0.76657,0.00122148635485442,0.00122148635485442,"AUT_1969",356.92,207.76,149.16,1101.87,1473.21,14555,"60_1"
"AUT","Males",60,1970,0.76277,"AUT_1970_1_60","AUT_1970_1",192,5,0.10092,0.13230724858083,192000,25402.9917275194,25402.9917275194,0.13230724858083,0.66185,0.76277,0.00123560769619585,0.00123560769619585,"AUT_1970",357.48,209.08,148.4,1122.21,1507.31,15537,"60_1"
"AUT","Males",60,1971,0.761595,"AUT_1971_1_60","AUT_1971_1",189,5,0.093925,0.12332670251249,189000,23308.7467748607,23308.7467748607,0.12332670251249,0.66767,0.761595,0.00123075868965539,0.00123075868965539,"AUT_1971",360.2,213.72,146.48,1144.71,1486.09,16259,"60_1"
"AUT","Males",60,1972,0.7635,"AUT_1972_1_60","AUT_1972_1",187,5,0.09068,0.118768827766863,187000,22209.7707924034,22209.7707924034,0.118768827766863,0.67282,0.7635,0.00122910458365301,0.00122910458365301,"AUT_1972",362.6,218.24,144.36,1162.26,1438.14,17169,"60_1"
"AUT","Males",60,1973,0.77415,"AUT_1973_1_60","AUT_1973_1",186,5,0.08756,0.113104695472454,186000,21037.4733578764,21037.4733578764,0.113104695472454,0.68659,0.77415,0.00123085469247827,0.00123085469247827,"AUT_1973",364.28,220.32,143.96,1191.06,1498.66,17908,"60_1"
"AUT","Males",60,1974,0.77205,"AUT_1974_1_60","AUT_1974_1",181,5,0.08665,0.112233663622822,181000,20314.2931157308,20314.2931157308,0.112233663622822,0.6854,0.77205,0.00124591670957274,0.00124591670957274,"AUT_1974",357.6,221.52,136.08,1153.98,1452.42,18583,"60_1"
"AUT","Males",60,1975,0.77404,"AUT_1975_1_60","AUT_1975_1",172,5,0.08724,0.112707353625136,172000,19385.6648235233,19385.6648235233,0.112707353625136,0.6868,0.77404,0.00124095651544579,0.00124095651544579,"AUT_1975",362.2,223.6,138.6,1157.58,1383.22,18564,"60_1"
"AUT","Males",60,1976,0.77954,"AUT_1976_1_60","AUT_1976_1",157,5,0.08435,0.108204838751058,157000,16988.1596839162,16988.1596839162,0.108204838751058,0.69519,0.77954,0.00122949466268505,0.00122949466268505,"AUT_1976",369.8,234.36,135.44,1230.75,1402.45,19448,"60_1"
"AUT","Males",60,1977,0.77992,"AUT_1977_1_60","AUT_1977_1",139,5,0.08197,0.105100523130577,139000,14608.9727151503,14608.9727151503,0.105100523130577,0.69795,0.77992,0.00122780364382698,0.00122780364382698,"AUT_1977",364.68,231.64,133.04,1221.12,1367.2,20350,"60_1"
"AUT","Males",60,1978,0.78022,"AUT_1978_1_60","AUT_1978_1",122,5,0.0833,0.106764758657815,122000,13025.3005562534,13025.3005562534,0.106764758657815,0.69692,0.78022,0.00124462807057643,0.00124462807057643,"AUT_1978",372.56,238.84,133.72,1239.03,1364.41,20293,"60_1"
"AUT","Males",60,1979,0.78101,"AUT_1979_1_60","AUT_1979_1",112,5,0.0830799999999999,0.106375078424092,112000,11914.0087834983,11914.0087834983,0.106375078424092,0.69793,0.78101,0.00125182729276954,0.00125182729276954,"AUT_1979",379.04,243.24,135.84,1279.26,1383.7,21436,"60_1"
"AUT","Males",60,1980,0.78483,"AUT_1980_1_60","AUT_1980_1",113,5,0.08129,0.103576570722322,113000,11704.1524916224,11704.1524916224,0.103576570722322,0.70354,0.78483,0.00123504989268994,0.00123504989268994,"AUT_1980",379.8,244.92,134.88,1327.68,1404.52,21932,"60_1"
"AUT","Males",60,1981,0.787915,"AUT_1981_1_60","AUT_1981_1",124,5,0.081725,0.103723117341338,124000,12861.6665503259,12861.6665503259,0.103723117341338,0.70619,0.787915,0.00120116471124481,0.00120116471124481,"AUT_1981",387.92,252.52,135.4,1346.4,1367.68,21866,"60_1"
"AUT","Males",60,1982,0.78872,"AUT_1982_1_60","AUT_1982_1",140,5,0.08138,0.103179835683132,140000,14445.1769956385,14445.1769956385,0.103179835683132,0.70734,0.78872,0.00116951191799261,0.00116951191799261,"AUT_1982",383.28,247.2,136.08,1369.44,1392.28,22254,"60_1"
"AUT","Males",60,1983,0.79126,"AUT_1983_1_60","AUT_1983_1",154,5,0.0848599999999999,0.107246669868311,154000,16515.9871597199,16515.9871597199,0.107246669868311,0.7064,0.79126,0.00115147288015174,0.00115147288015174,"AUT_1983",383.4,251.92,131.48,1366.29,1355.31,22944,"60_1"
"AUT","Males",60,1984,0.79529,"AUT_1984_1_60","AUT_1984_1",165,5,0.08208,0.103207634950773,165000,17029.2597668775,17029.2597668775,0.103207634950773,0.71321,0.79529,0.00112425358401555,0.00112425358401555,"AUT_1984",383.92,249.92,134,1364.49,1364.59,23016,"60_1"
"AUT","Males",60,1985,0.80414,"AUT_1985_1_60","AUT_1985_1",169,5,0.08012,0.0996343920212898,169000,16838.212251598,16838.212251598,0.0996343920212898,0.72402,0.80414,0.00110941092292369,0.00110941092292369,"AUT_1985",384.24,251.2,133.04,1389.15,1344.61,23514,"60_1"
"AUT","Males",60,1986,0.81131,"AUT_1986_1_60","AUT_1986_1",170,5,0.0775399999999999,0.0955738250483785,170000,16247.5502582243,16247.5502582243,0.0955738250483785,0.73377,0.81131,0.00109000668101201,0.00109000668101201,"AUT_1986",390.96,255.6,135.36,1394.19,1368.85,24039,"60_1"
"AUT","Males",60,1987,0.81995,"AUT_1987_1_60","AUT_1987_1",171,5,0.07873,0.0960180498810903,171000,16419.0865296664,16419.0865296664,0.0960180498810903,0.74122,0.81995,0.00107947539313634,0.00107947539313634,"AUT_1987",394.92,256.96,137.96,1390.41,1366.67,24409,"60_1"
"AUT","Males",60,1988,0.82735,"AUT_1988_1_60","AUT_1988_1",174,5,0.07841,0.0947724663080921,174000,16490.409137608,16490.409137608,0.0947724663080921,0.74894,0.82735,0.0010572851483156,0.0010572851483156,"AUT_1988",391.64,255.6,136.04,1356.57,1379.79,25112,"60_1"
"AUT","Males",60,1989,0.82809,"AUT_1989_1_60","AUT_1989_1",178,5,0.07792,0.0940960523614583,178000,16749.0973203396,16749.0973203396,0.0940960523614583,0.75017,0.82809,0.00105171019306662,0.00105171019306662,"AUT_1989",402.48,260.6,141.88,1400.76,1401.76,26078,"60_1"
"AUT","Males",60,1990,0.83455,"AUT_1990_1_60","AUT_1990_1",182,5,0.07716,0.0924570127613684,182000,16827.176322569,16827.176322569,0.0924570127613684,0.75739,0.83455,0.00103286820570165,0.00103286820570165,"AUT_1990",409.84,263.08,146.8,1406.16,1428,26930,"60_1"
"AUT","Males",60,1991,0.834115,"AUT_1991_1_60","AUT_1991_1",183,5,0.0746350000000001,0.0894780695707428,183000,16374.4867314459,16374.4867314459,0.0894780695707428,0.75948,0.834115,0.00102143814775249,0.00102143814775249,"AUT_1991",412.6,266.6,146,1433.07,1435.33,27690,"60_1"
"AUT","Males",60,1992,0.83721,"AUT_1992_1_60","AUT_1992_1",185,5,0.0759,0.0906582577847851,185000,16771.7776901853,16771.7776901853,0.0906582577847851,0.76131,0.83721,0.00101756789300583,0.00101756789300583,"AUT_1992",415.8,273.6,142.24,1452.78,1421.42,28072,"60_1"
"AUT","Males",60,1993,0.84118,"AUT_1993_1_60","AUT_1993_1",183,5,0.07499,0.0891485769989776,183000,16314.1895908129,16314.1895908129,0.0891485769989776,0.76619,0.84118,0.00100230761730631,0.00100230761730631,"AUT_1993",410.08,268,142.08,1434.15,1413.77,28101,"60_1"
"AUT","Males",60,1994,0.84519,"AUT_1994_1_60","AUT_1994_1",177,5,0.07328,0.0867023982773104,177000,15346.3244950839,15346.3244950839,0.0867023982773104,0.77191,0.84519,0.00099096819066814,0.00099096819066814,"AUT_1994",419.52,281.56,137.96,1428.39,1457.09,28781,"60_1"
