"Country","Sex","Age","Year","l60","LT_ID3","LT_ID2","at_risk","AgeInt","dx","qx","atRisk","n_events","events","haz","S_t","S_t_new","seS_t","seS","LT_ID","protein.kcal","abp.kcal","pbp.kcal","fat.kcal","carb.kcal","GDP","age_sex"
"ARG","Females",60,2010,0.90526,"ARG_2010_2_60","ARG_2010_2",881,5,0.0390199999999999,0.0431036387336234,881000,37974.3057243222,37974.3057243222,0.0431036387336234,0.86624,0.90526,0.000366228505026324,0.000366228505026324,"ARG_2010",400.08,251.16,148.94,974.295,1684.125,18980,"60_2"
"AUS","Females",60,1961,0.86537,"AUS_1961_2_60","AUS_1961_2",209,5,0.0559299999999999,0.0646313137732992,209000,13507.9445786195,13507.9445786195,0.0646313137732992,0.80944,0.86537,0.000840609910904857,0.000840609910904857,"AUS_1961",419.56,271.8,147.76,1001.97,1544.47,13793,"60_2"
"AUS","Females",60,1963,0.86324,"AUS_1963_2_60","AUS_1963_2",211,5,0.05805,0.0672466521477226,211000,14189.0436031695,14189.0436031695,0.0672466521477226,0.80519,0.86324,0.000837978477618308,0.000837978477618308,"AUS_1963",436.32,282.52,153.8,1009.17,1592.51,14983,"60_2"
"AUS","Females",60,1964,0.86093,"AUS_1964_2_60","AUS_1964_2",213,5,0.05819,0.0675896995109939,213000,14396.6059958417,14396.6059958417,0.0675896995109939,0.80274,0.86093,0.000832338640277252,0.000832338640277252,"AUS_1964",441.04,290.04,151,995.13,1573.83,15699,"60_2"
"AUS","Females",60,1965,0.86261,"AUS_1965_2_60","AUS_1965_2",216,5,0.05547,0.0643048422809845,216000,13889.8459326926,13889.8459326926,0.0643048422809845,0.80714,0.86261,0.00081753196915328,0.00081753196915328,"AUS_1965",431.24,285.12,146.12,992.34,1534.42,16182,"60_2"
"AUS","Females",60,1966,0.86152,"AUS_1966_2_60","AUS_1966_2",219,5,0.0563899999999999,0.0654540811588819,219000,14334.4437737951,14334.4437737951,0.0654540811588819,0.80513,0.86152,0.000815584847495974,0.000815584847495974,"AUS_1966",444.32,284.8,159.52,992.79,1594.89,16324,"60_2"
"AUS","Females",60,1971,0.86719,"AUS_1971_2_60","AUS_1971_2",264,5,0.05532,0.0637922485268511,264000,16841.1536110887,16841.1536110887,0.0637922485268511,0.81187,0.86719,0.000746920853924401,0.000746920853924401,"AUS_1971",435.44,285.44,150,1030.59,1557.97,19590,"60_2"
"AUS","Females",60,1976,0.88558,"AUS_1976_2_60","AUS_1976_2",305,5,0.0495300000000001,0.0559294473678268,305000,17058.4814471872,17058.4814471872,0.0559294473678268,0.83605,0.88558,0.000683062036780182,0.000683062036780182,"AUS_1976",450.88,314.44,136.4,1007.28,1475.84,21613,"60_2"
"AUS","Females",60,1979,0.8994,"AUS_1979_2_60","AUS_1979_2",306,5,0.04527,0.0503335557038026,306000,15402.0680453636,15402.0680453636,0.0503335557038026,0.85413,0.8994,0.000642613855501517,0.000642613855501517,"AUS_1979",420.92,284.68,136.24,997.2,1406.88,22826,"60_2"
"AUS","Females",60,1981,0.90546,"AUS_1981_2_60","AUS_1981_2",321,5,0.0434600000000001,0.0479977028250834,321000,15407.2626068518,15407.2626068518,0.0479977028250834,0.862,0.90546,0.000617654400221437,0.000617654400221437,"AUS_1981",414.36,276.12,138.24,1016.46,1452.18,23368,"60_2"
"AUS","Females",60,1982,0.90519,"AUS_1982_2_60","AUS_1982_2",331,5,0.04464,0.049315613296656,331000,16323.4680011931,16323.4680011931,0.049315613296656,0.86055,0.90519,0.000616105941007598,0.000616105941007598,"AUS_1982",427.2,284.52,142.64,1046.79,1444.01,22972,"60_2"
"AUS","Females",60,1983,0.90964,"AUS_1983_2_60","AUS_1983_2",344,5,0.04255,0.0467767468449057,344000,16091.2009146475,16091.2009146475,0.0467767468449057,0.86709,0.90964,0.000597468480332128,0.000597468480332128,"AUS_1983",415.68,277.12,138.56,1022.31,1415.01,22697,"60_2"
"AUS","Females",60,1984,0.91405,"AUS_1984_2_60","AUS_1984_2",355,5,0.04113,0.0449975384278759,355000,15974.126141896,15974.126141896,0.0449975384278759,0.87292,0.91405,0.000579282586869739,0.000579282586869739,"AUS_1984",426.88,274.84,152.04,1017.72,1462.4,24009,"60_2"
"AUS","Females",60,1988,0.91723,"AUS_1988_2_60","AUS_1988_2",369,5,0.03915,0.0426828603512751,369000,15749.9754696205,15749.9754696205,0.0426828603512751,0.87808,0.91723,0.000557283826122,0.000557283826122,"AUS_1988",432.64,281.36,151.28,1106.82,1417.54,26702,"60_2"
"AUS","Females",60,1989,0.92029,"AUS_1989_2_60","AUS_1989_2",371,5,0.0390200000000001,0.0423996783622554,371000,15730.2806723968,15730.2806723968,0.0423996783622554,0.88127,0.92029,0.000547432094204898,0.000547432094204898,"AUS_1989",431.24,285.64,145.6,1137.15,1408.61,27407,"60_2"
"AUS","Females",60,1990,0.9236,"AUS_1990_2_60","AUS_1990_2",370,5,0.03705,0.0401147682979645,370000,14842.4642702469,14842.4642702469,0.0401147682979645,0.88655,0.9236,0.000535879837483856,0.000535879837483856,"AUS_1990",440,289.32,150.64,1157.67,1424.33,27373,"60_2"
"AUS","Females",60,1991,0.9258,"AUS_1991_2_60","AUS_1991_2",370,5,0.036195,0.0390959170447181,370000,14465.4893065457,14465.4893065457,0.0390959170447181,0.889605,0.9258,0.000522377290480581,0.000522377290480581,"AUS_1991",425.56,282.8,142.72,1153.71,1390.73,26861,"60_2"
"AUS","Females",60,1992,0.92656,"AUS_1992_2_60","AUS_1992_2",364,5,0.0353300000000001,0.0381302883785185,364000,13879.4249697807,13879.4249697807,0.0381302883785185,0.89123,0.92656,0.00051593442746293,0.00051593442746293,"AUS_1992",417.04,283.56,133.48,1185.57,1373.39,27560,"60_2"
"AUS","Females",60,1993,0.93049,"AUS_1993_2_60","AUS_1993_2",359,5,0.0345500000000001,0.0371309740029448,359000,13330.0196670572,13330.0196670572,0.0371309740029448,0.89594,0.93049,0.000502698088558384,0.000502698088558384,"AUS_1993",412.04,281,131.04,1164.24,1322.72,28622,"60_2"
"AUS","Females",60,1994,0.93,"AUS_1994_2_60","AUS_1994_2",357,5,0.0341900000000001,0.0367634408602151,357000,13124.5483870968,13124.5483870968,0.0367634408602151,0.89581,0.93,0.000501046888963021,0.000501046888963021,"AUS_1994",421.84,284.08,137.76,1147.95,1342.21,29844,"60_2"
"AUS","Females",60,1995,0.93136,"AUS_1995_2_60","AUS_1995_2",356,5,0.0333,0.0357541659508675,356000,12728.4830785088,12728.4830785088,0.0357541659508675,0.89806,0.93136,0.000491422235675214,0.000491422235675214,"AUS_1995",431.04,276.56,154.48,1128.51,1401.45,30690,"60_2"
"AUS","Females",60,1996,0.93227,"AUS_1996_2_60","AUS_1996_2",357,5,0.0328900000000001,0.0352794791208556,357000,12594.7740461455,12594.7740461455,0.0352794791208556,0.89938,0.93227,0.000485277864586827,0.000485277864586827,"AUS_1996",422.76,275.76,147,1124.37,1390.87,31740,"60_2"
"AUS","Females",60,1997,0.93338,"AUS_1997_2_60","AUS_1997_2",362,5,0.03182,0.0340911525852278,362000,12340.9972358525,12340.9972358525,0.0340911525852278,0.90156,0.93338,0.000474661595007655,0.000474661595007655,"AUS_1997",415.96,269.68,146.28,1143.63,1400.41,32858,"60_2"
"AUS","Females",60,1998,0.93472,"AUS_1998_2_60","AUS_1998_2",372,5,0.03065,0.0327905682985279,372000,12198.0914070524,12198.0914070524,0.0327905682985279,0.90407,0.93472,0.000463431593654052,0.000463431593654052,"AUS_1998",405.36,270.12,135.24,1123.47,1348.17,34337,"60_2"
"AUS","Females",60,1999,0.93606,"AUS_1999_2_60","AUS_1999_2",382,5,0.0294,0.0314082430613422,382000,11997.9488494327,11997.9488494327,0.0314082430613422,0.90666,0.93606,0.000451637733810644,0.000451637733810644,"AUS_1999",405.12,272.76,132.36,1174.32,1297.56,35551,"60_2"
"AUS","Females",60,2000,0.93835,"AUS_2000_2_60","AUS_2000_2",394,5,0.02803,0.0298715830979912,394000,11769.4037406085,11769.4037406085,0.0298715830979912,0.91032,0.93835,0.000438802385106026,0.000438802385106026,"AUS_2000",405.2,271.48,133.72,1170.09,1272.71,36603,"60_2"
"AUS","Females",60,2001,0.93923,"AUS_2001_2_60","AUS_2001_2",405,5,0.02788,0.0296838899949959,405000,12021.9754479733,12021.9754479733,0.0296838899949959,0.91135,0.93923,0.000431280056762997,0.000431280056762997,"AUS_2001",403.12,270.64,132.48,1208.34,1293.54,37276,"60_2"
"AUS","Females",60,2002,0.9414,"AUS_2002_2_60","AUS_2002_2",417,5,0.02772,0.0294455066921606,417000,12278.776290631,12278.776290631,0.0294455066921606,0.91368,0.9414,0.000421444462517117,0.000421444462517117,"AUS_2002",419.24,273,146.24,1180.53,1337.23,38567,"60_2"
"AUS","Females",60,2003,0.94278,"AUS_2003_2_60","AUS_2003_2",428,5,0.0274399999999999,0.0291054116548929,428000,12457.1161882942,12457.1161882942,0.0291054116548929,0.91534,0.94278,0.000413711964107193,0.000413711964107193,"AUS_2003",438.56,280.4,158.16,1178.91,1346.53,39524,"60_2"
"AUS","Females",60,2004,0.94442,"AUS_2004_2_60","AUS_2004_2",445,5,0.02634,0.027890133626988,445000,12411.1094640097,12411.1094640097,0.027890133626988,0.91808,0.94442,0.000403027254234166,0.000403027254234166,"AUS_2004",406,263.6,142.4,1206.09,1295.91,40888,"60_2"
"AUS","Females",60,2005,0.9452,"AUS_2005_2_60","AUS_2005_2",466,5,0.02529,0.0267562420651714,466000,12468.4088023699,12468.4088023699,0.0267562420651714,0.91991,0.9452,0.000393470718001597,0.000393470718001597,"AUS_2005",419.64,280.32,139.32,1235.34,1304.02,41904,"60_2"
"AUS","Females",60,2006,0.94638,"AUS_2006_2_60","AUS_2006_2",492,5,0.02469,0.0260888860711342,492000,12835.731946998,12835.731946998,0.0260888860711342,0.92169,0.94638,0.000382586822700423,0.000382586822700423,"AUS_2006",418.4,280.56,137.84,1290.78,1307.82,42651,"60_2"
"AUS","Females",60,2007,0.94681,"AUS_2007_2_60","AUS_2007_2",525,5,0.02422,0.025580633918104,525000,13429.8328070046,13429.8328070046,0.025580633918104,0.92259,0.94681,0.000373617290532372,0.000373617290532372,"AUS_2007",433.32,292.92,140.4,1295.37,1332.31,44034,"60_2"
"AUS","Females",60,2008,0.94736,"AUS_2008_2_60","AUS_2008_2",556,5,0.02388,0.0252068907279176,556000,14015.0312447222,14015.0312447222,0.0252068907279176,0.92348,0.94736,0.000362976017655787,0.000362976017655787,"AUS_2008",425.8,276.92,148.88,1269,1373.2,44422,"60_2"
"AUS","Females",60,2009,0.94809,"AUS_2009_2_60","AUS_2009_2",578,5,0.02328,0.0245546308894725,578000,14192.5766541151,14192.5766541151,0.0245546308894725,0.92481,0.94809,0.000353172138351721,0.000353172138351721,"AUS_2009",413.32,272.2,141.12,1292.58,1363.1,44687,"60_2"
"AUS","Females",60,2010,0.94817,"AUS_2010_2_60","AUS_2010_2",597,5,0.02282,0.0240674140713163,597000,14368.2462005758,14368.2462005758,0.0240674140713163,0.92535,0.94817,0.000348560006470761,0.000348560006470761,"AUS_2010",429.32,287.62,141.72,1337.265,1411.415,45400,"60_2"
"AUS","Females",60,2011,0.94875,"AUS_2011_2_60","AUS_2011_2",610,5,0.02296,0.0242002635046113,610000,14762.1607378129,14762.1607378129,0.0242002635046113,0.92579,0.94875,0.000344604311335057,0.000344604311335057,"AUS_2011",433.08,295.4,137.68,1367.145,1383.275,46132,"60_2"
"AUS","Females",60,2012,0.94884,"AUS_2012_2_60","AUS_2012_2",619,5,0.023,0.0242401247839467,619000,15004.637241263,15004.637241263,0.0242401247839467,0.92584,0.94884,0.00034111865891376,0.00034111865891376,"AUS_2012",429.22,290.18,139.06,1389.6,1390.18,46999,"60_2"
"AUS","Females",60,2013,0.94922,"AUS_2013_2_60","AUS_2013_2",628,5,0.02299,0.0242198858009734,628000,15210.0882830113,15210.0882830113,0.0242198858009734,0.92623,0.94922,0.000338353133926327,0.000338353133926327,"AUS_2013",431.36,291.04,140.34,1365.795,1417.345,47250,"60_2"
"AUS","Females",60,2014,0.949,"AUS_2014_2_60","AUS_2014_2",641,5,0.0225299999999999,0.023740779768177,641000,15217.8398314014,15217.8398314014,0.023740779768177,0.92647,0.949,0.00033494606402733,0.00033494606402733,"AUS_2014",431.32,292.96,138.36,1423.8,1406.88,47867,"60_2"
"AUS","Females",60,2015,0.94921,"AUS_2015_2_60","AUS_2015_2",655,5,0.02198,0.0231560982290536,655000,15167.2443400301,15167.2443400301,0.0231560982290536,0.92723,0.94921,0.000330569279021002,0.000330569279021002,"AUS_2015",432.92,296,136.88,1435.32,1386.76,48357,"60_2"
"AUS","Females",60,2016,0.94933,"AUS_2016_2_60","AUS_2016_2",666,5,0.02174,0.0229003613074484,666000,15251.6406307606,15251.6406307606,0.0229003613074484,0.92759,0.94933,0.000325880932081948,0.000325880932081948,"AUS_2016",435.88,298.4,137.52,1446.21,1400.91,48845,"60_2"
"AUS","Females",60,2017,0.95032,"AUS_2017_2_60","AUS_2017_2",682,5,0.0218200000000001,0.022960686926509,682000,15659.1884838792,15659.1884838792,0.022960686926509,0.9285,0.95032,0.000322595225538078,0.000322595225538078,"AUS_2017",426.96,287.32,139.64,1430.82,1403.22,49266,"60_2"
"AUS","Females",60,2018,0.95119,"AUS_2018_2_60","AUS_2018_2",698,5,0.02196,0.0230868701310989,698000,16114.635351507,16114.635351507,0.0230868701310989,0.92923,0.95119,0.000319577883490215,0.000319577883490215,"AUS_2018",431.16,290.24,140.96,1445.04,1379.8,49831,"60_2"
"AUT","Females",60,1961,0.854855,"AUT_1961_2_60","AUT_1961_2",243,5,0.0559349999999998,0.0654321493118714,243000,15900.0122827848,15900.0122827848,0.0654321493118714,0.79892,0.854855,0.000964512288179034,0.000964512288179034,"AUT_1961",355.08,194.68,160.4,1005.66,1643.26,10882,"60_2"
"AUT","Females",60,1962,0.854025,"AUT_1962_2_60","AUT_1962_2",246,5,0.056125,0.0657182166798396,246000,16166.6813032405,16166.6813032405,0.0657182166798396,0.7979,0.854025,0.000964337311684496,0.000964337311684496,"AUT_1962",358.88,202.16,156.72,1031.49,1619.63,11078,"60_2"
"AUT","Females",60,1963,0.8556,"AUT_1963_2_60","AUT_1963_2",249,5,0.0563,0.0658017765310893,249000,16384.6423562412,16384.6423562412,0.0658017765310893,0.7993,0.8556,0.000955164918191454,0.000955164918191454,"AUT_1963",361.44,201.36,160.08,1070.91,1607.65,11454,"60_2"
"AUT","Females",60,1964,0.86156,"AUT_1964_2_60","AUT_1964_2",251,5,0.0549999999999999,0.0638376897720413,251000,16023.2601327824,16023.2601327824,0.0638376897720413,0.80656,0.86156,0.000936520818365212,0.000936520818365212,"AUT_1964",364.72,206.16,158.56,1093.77,1596.51,12062,"60_2"
"AUT","Females",60,1965,0.86105,"AUT_1965_2_60","AUT_1965_2",253,5,0.05589,0.064909122582893,253000,16422.0080134719,16422.0080134719,0.064909122582893,0.80516,0.86105,0.00094221578528289,0.00094221578528289,"AUT_1965",358.76,202.24,156.52,1086.57,1563.67,12328,"60_2"
"AUT","Females",60,1966,0.86393,"AUT_1966_2_60","AUT_1966_2",253,5,0.05526,0.0639635155626034,253000,16182.7694373387,16182.7694373387,0.0639635155626034,0.80867,0.86393,0.000932867037487928,0.000932867037487928,"AUT_1966",356.24,200.8,155.44,1088.82,1570.94,12930,"60_2"
"AUT","Females",60,1967,0.86532,"AUT_1967_2_60","AUT_1967_2",255,5,0.05389,0.0622775389451301,255000,15880.7724310082,15880.7724310082,0.0622775389451301,0.81143,0.86532,0.000923226526206091,0.000923226526206091,"AUT_1967",355.88,204.8,151.12,1088.91,1525.21,13225,"60_2"
"AUT","Females",60,1968,0.86876,"AUT_1968_2_60","AUT_1968_2",256,5,0.05708,0.0657028408306092,256000,16819.9272526359,16819.9272526359,0.0657028408306092,0.81168,0.86876,0.000933563907801283,0.000933563907801283,"AUT_1968",359.16,207.56,151.64,1097.55,1545.29,13742,"60_2"
"AUT","Females",60,1969,0.86397,"AUT_1969_2_60","AUT_1969_2",257,5,0.05614,0.0649791080708821,257000,16699.6307742167,16699.6307742167,0.0649791080708821,0.80783,0.86397,0.000939164374068305,0.000939164374068305,"AUT_1969",356.92,207.76,149.16,1101.87,1473.21,14555,"60_2"
"AUT","Females",60,1970,0.86662,"AUT_1970_2_60","AUT_1970_2",257,5,0.0559299999999999,0.064538090512566,257000,16586.2892617295,16586.2892617295,0.064538090512566,0.81069,0.86662,0.000949147927337435,0.000949147927337435,"AUT_1970",357.48,209.08,148.4,1122.21,1507.31,15537,"60_2"
"AUT","Females",60,1971,0.8702,"AUT_1971_2_60","AUT_1971_2",258,5,0.0532050000000001,0.0611411169846013,258000,15774.4081820271,15774.4081820271,0.0611411169846013,0.816995,0.8702,0.000947790872608211,0.000947790872608211,"AUT_1971",360.2,213.72,146.48,1144.71,1486.09,16259,"60_2"
"AUT","Females",60,1972,0.87297,"AUT_1972_2_60","AUT_1972_2",257,5,0.0519000000000001,0.0594522148527441,257000,15279.2192171552,15279.2192171552,0.0594522148527441,0.82107,0.87297,0.000950899393931424,0.000950899393931424,"AUT_1972",362.6,218.24,144.36,1162.26,1438.14,17169,"60_2"
"AUT","Females",60,1973,0.8761,"AUT_1973_2_60","AUT_1973_2",256,5,0.05055,0.0576988928204543,256000,14770.9165620363,14770.9165620363,0.0576988928204543,0.82555,0.8761,0.000948645118838448,0.000948645118838448,"AUT_1973",364.28,220.32,143.96,1191.06,1498.66,17908,"60_2"
"AUT","Females",60,1974,0.87735,"AUT_1974_2_60","AUT_1974_2",253,5,0.0494599999999999,0.0563743089986892,253000,14262.7001766684,14262.7001766684,0.0563743089986892,0.82789,0.87735,0.00095381181511908,0.00095381181511908,"AUT_1974",357.6,221.52,136.08,1153.98,1452.42,18583,"60_2"
"AUT","Females",60,1975,0.87958,"AUT_1975_2_60","AUT_1975_2",243,5,0.05098,0.0579594806612247,243000,14084.1538006776,14084.1538006776,0.0579594806612247,0.8286,0.87958,0.000945926898392851,0.000945926898392851,"AUT_1975",362.2,223.6,138.6,1157.58,1383.22,18564,"60_2"
"AUT","Females",60,1976,0.88287,"AUT_1976_2_60","AUT_1976_2",226,5,0.0475000000000001,0.0538018054753249,226000,12159.2080374234,12159.2080374234,0.0538018054753249,0.83537,0.88287,0.000933661338403052,0.000933661338403052,"AUT_1976",369.8,234.36,135.44,1230.75,1402.45,19448,"60_2"
"AUT","Females",60,1977,0.88557,"AUT_1977_2_60","AUT_1977_2",202,5,0.0477099999999999,0.0538749054281422,202000,10882.7308964847,10882.7308964847,0.0538749054281422,0.83786,0.88557,0.000929466166096752,0.000929466166096752,"AUT_1977",364.68,231.64,133.04,1221.12,1367.2,20350,"60_2"
"AUT","Females",60,1978,0.89126,"AUT_1978_2_60","AUT_1978_2",179,5,0.0474600000000001,0.0532504544128538,179000,9531.83133990083,9531.83133990083,0.0532504544128538,0.8438,0.89126,0.000917852378385927,0.000917852378385927,"AUT_1978",372.56,238.84,133.72,1239.03,1364.41,20293,"60_2"
"AUT","Females",60,1979,0.89149,"AUT_1979_2_60","AUT_1979_2",166,5,0.04537,0.0508923263300766,166000,8448.12617079272,8448.12617079272,0.0508923263300766,0.84612,0.89149,0.00092381057033484,0.00092381057033484,"AUT_1979",379.04,243.24,135.84,1279.26,1383.7,21436,"60_2"
"AUT","Females",60,1980,0.89291,"AUT_1980_2_60","AUT_1980_2",170,5,0.04667,0.0522673057754981,170000,8885.44198183467,8885.44198183467,0.0522673057754981,0.84624,0.89291,0.000907731921120635,0.000907731921120635,"AUT_1980",379.8,244.92,134.88,1327.68,1404.52,21932,"60_2"
"AUT","Females",60,1981,0.89652,"AUT_1981_2_60","AUT_1981_2",187,5,0.0457799999999999,0.0510641145763619,187000,9548.98942577967,9548.98942577967,0.0510641145763619,0.85074,0.89652,0.000871728627770822,0.000871728627770822,"AUT_1981",387.92,252.52,135.4,1346.4,1367.68,21866,"60_2"
"AUT","Females",60,1982,0.89697,"AUT_1982_2_60","AUT_1982_2",213,5,0.04505,0.0502246451943767,213000,10697.8494264022,10697.8494264022,0.0502246451943767,0.85192,0.89697,0.000849590139942768,0.000849590139942768,"AUT_1982",383.28,247.2,136.08,1369.44,1392.28,22254,"60_2"
"AUT","Females",60,1983,0.89655,"AUT_1983_2_60","AUT_1983_2",236,5,0.04543,0.0506720205231164,236000,11958.5968434555,11958.5968434555,0.0506720205231164,0.85112,0.89655,0.000843206336261854,0.000843206336261854,"AUT_1983",383.4,251.92,131.48,1366.29,1355.31,22944,"60_2"
"AUT","Females",60,1984,0.90318,"AUT_1984_2_60","AUT_1984_2",254,5,0.04525,0.0501007551097234,254000,12725.5917978698,12725.5917978698,0.0501007551097234,0.85793,0.90318,0.000828359849483584,0.000828359849483584,"AUT_1984",383.92,249.92,134,1364.49,1364.59,23016,"60_2"
"AUT","Females",60,1985,0.90577,"AUT_1985_2_60","AUT_1985_2",258,5,0.04355,0.0480806385727061,258000,12404.8047517582,12404.8047517582,0.0480806385727061,0.86222,0.90577,0.000814073141667558,0.000814073141667558,"AUT_1985",384.24,251.2,133.04,1389.15,1344.61,23514,"60_2"
"AUT","Females",60,1986,0.90867,"AUT_1986_2_60","AUT_1986_2",253,5,0.04126,0.0454070234518582,253000,11487.9769333201,11487.9769333201,0.0454070234518582,0.86741,0.90867,0.000803592916399364,0.000803592916399364,"AUT_1986",390.96,255.6,135.36,1394.19,1368.85,24039,"60_2"
"AUT","Females",60,1987,0.91239,"AUT_1987_2_60","AUT_1987_2",245,5,0.03944,0.0432271287497671,245000,10590.6465436929,10590.6465436929,0.0432271287497671,0.87295,0.91239,0.000800498461696722,0.000800498461696722,"AUT_1987",394.92,256.96,137.96,1390.41,1366.67,24409,"60_2"
"AUT","Females",60,1988,0.91757,"AUT_1988_2_60","AUT_1988_2",233,5,0.03984,0.043419030700655,233000,10116.6341532526,10116.6341532526,0.043419030700655,0.87773,0.91757,0.000782194642901602,0.000782194642901602,"AUT_1988",391.64,255.6,136.04,1356.57,1379.79,25112,"60_2"
"AUT","Females",60,1989,0.91715,"AUT_1989_2_60","AUT_1989_2",226,5,0.0368000000000001,0.0401242980973669,226000,9068.09137000492,9068.09137000492,0.0401242980973669,0.88035,0.91715,0.000775349566624799,0.000775349566624799,"AUT_1989",402.48,260.6,141.88,1400.76,1401.76,26078,"60_2"
"AUT","Females",60,1990,0.91622,"AUT_1990_2_60","AUT_1990_2",217,5,0.03608,0.0393791884045317,217000,8545.28388378337,8545.28388378337,0.0393791884045317,0.88014,0.91622,0.000772778191572048,0.000772778191572048,"AUT_1990",409.84,263.08,146.8,1406.16,1428,26930,"60_2"
"AUT","Females",60,1991,0.9187,"AUT_1991_2_60","AUT_1991_2",211,5,0.0359649999999999,0.0391477087188417,211000,8260.16653967561,8260.16653967561,0.0391477087188417,0.882735,0.9187,0.000761770718574466,0.000761770718574466,"AUT_1991",412.6,266.6,146,1433.07,1435.33,27690,"60_2"
"AUT","Females",60,1992,0.91986,"AUT_1992_2_60","AUT_1992_2",208,5,0.03584,0.0389624508077316,208000,8104.18976800817,8104.18976800817,0.0389624508077316,0.88402,0.91986,0.000755952923810417,0.000755952923810417,"AUT_1992",415.8,273.6,142.24,1452.78,1421.42,28072,"60_2"
"AUT","Females",60,1993,0.91952,"AUT_1993_2_60","AUT_1993_2",202,5,0.03644,0.0396293718461806,202000,8005.13311292849,8005.13311292849,0.0396293718461806,0.88308,0.91952,0.000751340270991555,0.000751340270991555,"AUT_1993",410.08,268,142.08,1434.15,1413.77,28101,"60_2"
"AUT","Females",60,1994,0.92205,"AUT_1994_2_60","AUT_1994_2",199,5,0.03461,0.037535925383656,199000,7469.64915134755,7469.64915134755,0.037535925383656,0.88744,0.92205,0.000738141624578189,0.000738141624578189,"AUT_1994",419.52,281.56,137.96,1428.39,1457.09,28781,"60_2"
