"ID","Country","Year","seS_t","Protein_Total_2901_g","Animal_Protein_2941_kcal","Carbohydrate_kcal","Fat_Total_2901_kcal","Vegetal_Protein_2903_kcal","GDP_perCapita","l5","l60","Sex"
"ALB_1969","ALB","1969",0.00151661518833886,68.97,73.0800000000001,1669.18,437.94,202.76,3080.00000000001,0.89326,0.73142,"Males"
"ALB_1979","ALB","1979",0.00133868687299525,75.79,85.6,1734.76,550.08,217.56,3716.00000000001,0.91126,0.76921,"Males"
"ALB_1989","ALB","1989",0.00107546507681129,77.02,87.84,1685.12,550.8,220.24,3948,0.93833,0.80944,"Males"
"ALB_2011","ALB","2011",0.000982283307338558,108.315,224.54,1747.675,934.065,208.72,9484.00000000001,0.97841,0.86951,"Males"
"ARE_1998","ARE","1998",0.000735088176526732,107.26,203.2,1992.57,888.39,225.84,39668,0.98098,0.80483,"Males"
"ARG_1961","ARG","1961",0.000513833447670821,105.72,261.36,1651.64,843.48,161.56,9344,0.92373,0.69189,"Males"
"ARG_1970","ARG","1970",0.000459514933964654,105.86,269.68,1690.38,999.18,153.8,11639,0.93217,0.69501,"Males"
"ARG_1980","ARG","1980",0.000338921595020046,106.47,289.68,1540.46,1050.66,136.24,13080,0.955615,0.807145,"Males"
"ARG_1990","ARG","1990",0.000284605412731858,91.82,234.68,1515.14,896.58,132.6,10254,0.96697,0.76411,"Males"
"ARG_1991","ARG","1991",0.000276901213809819,95.09,241.72,1544.71,942.93,138.64,11224,0.96834,0.76799,"Males"
"ARG_2000","ARG","2000",0.000235893448035942,104.79,270.92,1682.43,1048.41,148.24,14369,0.9773,0.796,"Males"
"ARG_2009","ARG","2009",0.000193950933072593,98.37,253.32,1634.15,998.37,140.16,17329,0.98418,0.82349,"Males"
"ARG_2010","ARG","2010",0.00021111697532824,100.02,251.16,1684.125,974.295,148.94,18980,0.98131,0.81936,"Males"
"AUS_1961","AUS","1961",0.000439984548139535,104.89,271.8,1544.47,1001.97,147.76,13793,0.97315,0.77456,"Males"
"AUS_1963","AUS","1963",0.000433330595873973,109.08,282.52,1592.51,1009.17,153.8,14983,0.97425,0.77364,"Males"
"AUS_1964","AUS","1964",0.000429177719788578,110.26,290.04,1573.83,995.13,151,15699,0.97482,0.76824,"Males"
"AUS_1965","AUS","1965",0.000429363856104064,107.81,285.12,1534.42,992.34,146.12,16182,0.97535,0.77058,"Males"
"AUS_1966","AUS","1966",0.000434144026376681,111.08,284.8,1594.89,992.79,159.52,16324,0.97481,0.77043,"Males"
"AUS_1971","AUS","1971",0.000390392764100171,108.86,285.44,1557.97,1030.59,150,19590,0.97661,0.77574,"Males"
"AUS_1976","AUS","1976",0.000363853998999336,112.72,314.44,1475.84,1007.28,136.4,21613,0.98185,0.79698,"Males"
"AUS_1979","AUS","1979",0.000337989570957883,105.23,284.68,1406.88,997.2,136.24,22826,0.98488,0.81633,"Males"
"AUS_1981","AUS","1981",0.000318924718891366,103.59,276.12,1452.18,1016.46,138.24,23368,0.98588,0.82433,"Males"
"AUS_1982","AUS","1982",0.000317012269687819,106.8,284.52,1444.01,1046.79,142.64,22972,0.9857,0.82743,"Males"
"AUS_1983","AUS","1983",0.000298520461072978,103.92,277.12,1415.01,1022.31,138.56,22697,0.98712,0.83773,"Males"
"AUS_1984","AUS","1984",0.000297795548528167,106.72,274.84,1462.4,1017.72,152.04,24009,0.9873,0.84564,"Males"
"AUS_1988","AUS","1988",0.000282834483470239,108.16,281.36,1417.54,1106.82,151.28,26702,0.98845,0.85378,"Males"
"AUS_1989","AUS","1989",0.000268402974253565,107.81,285.64,1408.61,1137.15,145.6,27407,0.98935,0.85921,"Males"
"AUS_1990","AUS","1990",0.000269695503543346,110,289.32,1424.33,1157.67,150.64,27373,0.98888,0.86398,"Males"
"AUS_1991","AUS","1991",0.000250802159923012,106.39,282.8,1390.73,1153.71,142.72,26861,0.99038,0.8692,"Males"
"AUS_1992","AUS","1992",0.000247153422158491,104.26,283.56,1373.39,1185.57,133.48,27560,0.99058,0.87254,"Males"
"AUS_1993","AUS","1993",0.000234146537849227,103.01,281,1322.72,1164.24,131.04,28622,0.99134,0.877,"Males"
"AUS_1994","AUS","1994",0.000235705791205344,105.46,284.08,1342.21,1147.95,137.76,29844,0.99139,0.87753,"Males"
"AUS_1995","AUS","1995",0.000223571724428681,107.76,276.56,1401.45,1128.51,154.48,30690,0.99224,0.88079,"Males"
"AUS_1996","AUS","1996",0.000221387607279105,105.69,275.76,1390.87,1124.37,147,31740,0.99244,0.88338,"Males"
"AUS_1997","AUS","1997",0.00021969622102857,103.99,269.68,1400.41,1143.63,146.28,32858,0.99257,0.8856,"Males"
"AUS_1998","AUS","1998",0.000220558490646762,101.34,270.12,1348.17,1123.47,135.24,34337,0.99262,0.88825,"Males"
"AUS_1999","AUS","1999",0.000220104128097186,101.28,272.76,1297.56,1174.32,132.36,35551,0.99277,0.89081,"Males"
"AUS_2000","AUS","2000",0.000220374433812241,101.3,271.48,1272.71,1170.09,133.72,36603,0.9928,0.89386,"Males"
"AUS_2001","AUS","2001",0.000214514982196695,100.78,270.64,1293.54,1208.34,132.48,37276,0.99317,0.89805,"Males"
"AUS_2002","AUS","2002",0.00021294607010159,104.81,273,1337.23,1180.53,146.24,38567,0.99328,0.90136,"Males"
"AUS_2003","AUS","2003",0.000208881878184922,109.64,280.4,1346.53,1178.91,158.16,39524,0.99351,0.90413,"Males"
"AUS_2004","AUS","2004",0.000208711529107035,101.5,263.6,1295.91,1206.09,142.4,40888,0.99348,0.90588,"Males"
"AUS_2005","AUS","2005",0.000206394504585227,104.91,280.32,1304.02,1235.34,139.32,41904,0.99355,0.9079,"Males"
"AUS_2006","AUS","2006",0.000199523115200502,104.6,280.56,1307.82,1290.78,137.84,42651,0.99376,0.90926,"Males"
"AUS_2007","AUS","2007",0.000191637792392077,108.33,292.92,1332.31,1295.37,140.4,44034,0.99398,0.91053,"Males"
"AUS_2008","AUS","2008",0.000184890062793595,106.45,276.92,1373.2,1269,148.88,44422,0.99417,0.91101,"Males"
"AUS_2009","AUS","2009",0.000185298612125683,103.33,272.2,1363.1,1292.58,141.12,44687,0.99411,0.91187,"Males"
"AUS_2010","AUS","2010",0.000184216687199159,107.33,287.62,1411.415,1337.265,141.72,45400,0.99417,0.91305,"Males"
"AUS_2011","AUS","2011",0.000180624673141938,108.27,295.4,1383.275,1367.145,137.68,46132,0.99436,0.91433,"Males"
"AUS_2012","AUS","2012",0.000168189910025917,107.305,290.18,1390.18,1389.6,139.06,46999,0.995,0.91599,"Males"
"AUS_2013","AUS","2013",0.000159804423091571,107.84,291.04,1417.345,1365.795,140.34,47250,0.99536,0.91645,"Males"
"AUS_2014","AUS","2014",0.000154093065372384,107.83,292.96,1406.88,1423.8,138.36,47867,0.99568,0.91589,"Males"
"AUS_2015","AUS","2015",0.000153188458786531,108.23,296,1386.76,1435.32,136.88,48357,0.99573,0.91564,"Males"
"AUS_2016","AUS","2016",0.000149268252632281,108.97,298.4,1400.91,1446.21,137.52,48845,0.99589,0.91536,"Males"
"AUS_2017","AUS","2017",0.000151641442939316,106.74,287.32,1403.22,1430.82,139.64,49266,0.99584,0.91732,"Males"
"AUS_2018","AUS","2018",0.000155552077560395,107.79,290.24,1379.8,1445.04,140.96,49831,0.99574,0.91746,"Males"
"AUS_2019","AUS","2019",0.000153817341010881,110.91,290,1403.08,1448.28,153.68,50456.8588027228,0.99584,0.91918,"Males"
"AUS_2020","AUS","2020",0.000154096900407962,114.88,301.52,1419.91,1401.57,158,50548.5094384887,0.99582,0.92046,"Males"
"AUT_1961","AUT","1961",0.000761666487129956,88.77,194.68,1643.26,1005.66,160.4,10882,0.957275,0.755785,"Males"
"AUT_1962","AUT","1962",0.000742485352418779,89.72,202.16,1619.63,1031.49,156.72,11078,0.958815,0.756755,"Males"
"AUT_1963","AUT","1963",0.000723609249513876,90.36,201.36,1607.65,1070.91,160.08,11454,0.95944,0.76123,"Males"
"AUT_1964","AUT","1964",0.000705174390867727,91.18,206.16,1596.51,1093.77,158.56,12062,0.96172,0.76475,"Males"
"AUT_1965","AUT","1965",0.000688142280814911,89.69,202.24,1563.67,1086.57,156.52,12328,0.96379,0.76394,"Males"
"AUT_1966","AUT","1966",0.000708038845037059,89.06,200.8,1570.94,1088.82,155.44,12930,0.96351,0.76534,"Males"
"AUT_1967","AUT","1967",0.000690271713365204,88.97,204.8,1525.21,1088.91,151.12,13225,0.96526,0.76559,"Males"
"AUT_1968","AUT","1968",0.000670295220802303,89.79,207.56,1545.29,1097.55,151.64,13742,0.96707,0.76703,"Males"
"AUT_1969","AUT","1969",0.000689981349228464,89.23,207.76,1473.21,1101.87,149.16,14555,0.96622,0.76657,"Males"
"AUT_1970","AUT","1970",0.000711303537121786,89.37,209.08,1507.31,1122.21,148.4,15537,0.96656,0.76277,"Males"
"AUT_1971","AUT","1971",0.000733807986511367,90.05,213.72,1486.09,1144.71,146.48,16259,0.966355,0.761595,"Males"
"AUT_1972","AUT","1972",0.000730054479373899,90.65,218.24,1438.14,1162.26,144.36,17169,0.96797,0.7635,"Males"
"AUT_1973","AUT","1973",0.000732627706498478,91.07,220.32,1498.66,1191.06,143.96,17908,0.9688,0.77415,"Males"
"AUT_1974","AUT","1974",0.000745540894730814,89.4,221.52,1452.42,1153.98,136.08,18583,0.96897,0.77205,"Males"
"AUT_1975","AUT","1975",0.000701551997975753,90.55,223.6,1383.22,1157.58,138.6,18564,0.97303,0.77404,"Males"
"AUT_1976","AUT","1976",0.00066803365177812,92.45,234.36,1402.45,1230.75,135.44,19448,0.97648,0.77954,"Males"
"AUT_1977","AUT","1977",0.000657575925650212,91.17,231.64,1367.2,1221.12,133.04,20350,0.97824,0.77992,"Males"
"AUT_1978","AUT","1978",0.000640415904874636,93.14,238.84,1364.41,1239.03,133.72,20293,0.97953,0.78022,"Males"
"AUT_1979","AUT","1979",0.000618693794065244,94.76,243.24,1383.7,1279.26,135.84,21436,0.98109,0.78101,"Males"
"AUT_1980","AUT","1980",0.000609962259924622,94.95,244.92,1404.52,1327.68,134.88,21932,0.98098,0.78483,"Males"
"AUT_1981","AUT","1981",0.000573717446486307,96.98,252.52,1367.68,1346.4,135.4,21866,0.9823,0.787915,"Males"
"AUT_1982","AUT","1982",0.000568641359939972,95.82,247.2,1392.28,1369.44,136.08,22254,0.98241,0.78872,"Males"
"AUT_1983","AUT","1983",0.000543616569205438,95.85,251.92,1355.31,1366.29,131.48,22944,0.98439,0.79126,"Males"
"AUT_1984","AUT","1984",0.000538915339966939,95.98,249.92,1364.59,1364.49,134,23016,0.98501,0.79529,"Males"
"AUT_1985","AUT","1985",0.000547954405167844,96.06,251.2,1344.61,1389.15,133.04,23514,0.9845,0.80414,"Males"
"AUT_1986","AUT","1986",0.000520803731132573,97.74,255.6,1368.85,1394.19,135.36,24039,0.98611,0.81131,"Males"
"AUT_1987","AUT","1987",0.000500289925630336,98.73,256.96,1366.67,1390.41,137.96,24409,0.9876,0.81995,"Males"
"AUT_1988","AUT","1988",0.000448795553360923,97.91,255.6,1379.79,1356.57,136.04,25112,0.9896,0.82735,"Males"
"AUT_1989","AUT","1989",0.000460146145507522,100.62,260.6,1401.76,1400.76,141.88,26078,0.98889,0.82809,"Males"
"AUT_1990","AUT","1990",0.000439606148470342,102.46,263.08,1428,1406.16,146.8,26930,0.98964,0.83455,"Males"
"AUT_1991","AUT","1991",0.000431961266929443,103.15,266.6,1435.33,1433.07,146,27690,0.989895,0.834115,"Males"
"AUT_1992","AUT","1992",0.000424578597987547,103.95,273.6,1421.42,1452.78,142.24,28072,0.99001,0.83721,"Males"
"AUT_1993","AUT","1993",0.000394088419828473,102.52,268,1413.77,1434.15,142.08,28101,0.99137,0.84118,"Males"
"AUT_1994","AUT","1994",0.000387823208321323,104.88,281.56,1457.09,1428.39,137.96,28781,0.99154,0.84519,"Males"
"AUT_1995","AUT","1995",0.000367967954094448,100.54,254.48,1479.73,1375.11,147.68,29622,0.99261,0.84719,"Males"
"AUT_1996","AUT","1996",0.000352949608355119,103.21,261.84,1488.88,1403.28,150.96,30413,0.99336,0.85237,"Males"
"AUT_1997","AUT","1997",0.000338093735776673,100.08,263,1427.38,1410.3,137.36,31173,0.99389,0.8584,"Males"
"AUT_1998","AUT","1998",0.000364437731611547,103.98,258.24,1530.11,1406.97,157.68,32376,0.99352,0.86149,"Males"
"AUT_1999","AUT","1999",0.000339275929700832,105.49,258.4,1567.97,1415.07,163.56,33608,0.9941,0.8677,"Males"
"AUT_2000","AUT","2000",0.000372687820212706,106.03,259.4,1605.7,1431.18,164.72,34796,0.99372,0.86683,"Males"
"AUT_2001","AUT","2001",0.000386914914258379,106.89,259.44,1595.5,1445.94,168.12,35272.0000000001,0.993385,0.870765,"Males"
"AUT_2002","AUT","2002",0.00035482641725299,106.05,257.84,1580.28,1388.52,166.36,35824,0.99434,0.87384,"Males"
"AUT_2003","AUT","2003",0.000362101622494011,102.09,240.4,1579.12,1361.52,167.96,36063,0.99397,0.87757,"Males"
"AUT_2004","AUT","2004",0.000346973829855252,100.49,236.88,1556.64,1400.4,165.08,36957,0.99461,0.87939,"Males"
"AUT_2005","AUT","2005",0.000338009394661758,102.69,242.2,1612.9,1370.34,168.52,37643,0.99479,0.88243,"Males"
"AUT_2006","AUT","2006",0.000329059436275033,101.46,236.36,1605.46,1460.7,169.48,38867,0.99488,0.88913,"Males"
"AUT_2007","AUT","2007",0.000328995355307235,103.67,242.16,1610.39,1464.93,172.52,40305,0.99519,0.89069,"Males"
"AUT_2008","AUT","2008",0.00034141625245215,101.78,237.2,1624.14,1456.74,169.92,40965,0.99478,0.8952,"Males"
"AUT_2009","AUT","2009",0.000328682123834425,102.36,239.92,1560.18,1510.38,169.52,39463.9999999999,0.99517,0.89196,"Males"
"AUT_2010","AUT","2010",0.000340312190158893,103.995,250.3,1524.315,1550.205,165.68,40288,0.99485,0.89483,"Males"
"AUT_2011","AUT","2011",0.000329562436191278,105.285,251.34,1561.29,1527.57,169.78,41446,0.995005,0.899655,"Males"
"AUT_2012","AUT","2012",0.000287688531276519,103.11,243.52,1561.535,1532.025,168.94,41565,0.99618,0.90421,"Males"
"AUT_2013","AUT","2013",0.000304128534636795,105.62,251.38,1536.48,1539.54,171.12,41375,0.99569,0.90571,"Males"
"AUT_2014","AUT","2014",0.000280665877415484,106.52,249.48,1550.57,1459.35,176.6,41338,0.99627,0.91006,"Males"
"AUT_2015","AUT","2015",0.000286511872860735,107.08,256.2,1539.83,1472.85,172.12,41294,0.99606,0.9107,"Males"
"AUT_2016","AUT","2016",0.000283391160629485,109.6,265.16,1553.9,1460.7,173.24,41445,0.99594,0.91526,"Males"
"AUT_2017","AUT","2017",0.00026719503177218,107.42,255.8,1549.55,1489.77,173.88,42177,0.99616,0.91666,"Males"
"AUT_2018","AUT","2018",0.00026672143258034,109.75,264.08,1552,1494,174.92,42988,0.99646,0.9165,"Males"
"AUT_2019","AUT","2019",0.000285354577046012,109.07,258,1489.58,1606.14,178.28,51245.7993342868,0.9959,0.91982,"Males"
"AUT_2020","AUT","2020",0.00027966780731166,106.08,250.12,1415.29,1653.39,174.2,54538.2213107095,0.9961,0.91869,"Males"
"BDI_2008","BDI","2008",0.000783769915257694,91.297,194.9356,1532.2007,672.6033,170.2252,709.000000000002,0.839,0.42133,"Males"
"BEL_1961","BEL","1961",0.000558880197686006,89.48,195.6,1346.08,1035,162.32,11561,0.97137,0.76938,"Males"
"BEL_1963","BEL","1963",0.000620664744874665,88.95,194.52,1406.67,1054.53,161.28,12532,0.96458,0.75608,"Males"
"BEL_1970","BEL","1970",0.000580622029353584,92.21,216.8,1347.5,1122.66,152.04,16914,0.97217,0.77913,"Males"
"BEL_1980","BEL","1980",0.000469113480709831,101.38,251.44,1386.1,1222.38,154.04,23060,0.9842,0.81178,"Males"
"BEL_1989","BEL","1989",0.000365910683139534,102.36,251.96,1474.59,1361.97,157.48,26690,0.99023,0.84688,"Males"
"BEL_1992","BEL","1992",0.00036125780086048,107.14,262.52,1573.5,1418.94,166.04,28200,0.99042,0.85203,"Males"
"BEL_1994","BEL","1994",0.000375919271472274,104.15,257.68,1520.64,1418.76,158.92,28707,0.990261,0.852106,"Males"
"BEL_1995","BEL","1995",0.000356685089980505,103.23,257.64,1507.61,1420.47,155.32,29370,0.991191,0.853664,"Males"
"BEL_1996","BEL","1996",0.00031296108750894,101.83,252,1541.34,1433.34,155.32,29820,0.992842,0.861111,"Males"
"BEL_1997","BEL","1997",0.00032579204809715,102.31,251,1579.57,1448.19,158.2,30894,0.99274,0.85517,"Males"
"BEL_1998","BEL","1998",0.000301665846172242,103.61,256.48,1582.9,1437.66,157.96,31481,0.99316,0.86643,"Males"
"BEL_1999","BEL","1999",0.000310624217021062,105.92,264.56,1611.45,1434.87,159.12,32572,0.99311,0.86142,"Males"
"BEL_2000","BEL","2000",0.000290715078348983,96.58,233.96,1671.91,1453.77,152.36,33720,0.99343,0.86717,"Males"
"BEL_2001","BEL","2001",0.000296416409466682,100.83,251.92,1664.22,1484.46,151.4,33923,0.99359,0.864625,"Males"
"BEL_2002","BEL","2002",0.000294865063274729,100.64,247.6,1663.15,1492.29,154.96,34420,0.99378,0.8679,"Males"
"BEL_2003","BEL","2003",0.000297595230761233,99.47,240,1672.58,1458.54,157.88,34588,0.99418,0.86578,"Males"
"BEL_2004","BEL","2004",0.000265272829686446,99.25,240.12,1686.89,1447.11,156.88,35740,0.9948935,0.8770735,"Males"
"BEL_2005","BEL","2005",0.000264092102019971,99.26,241.96,1646.9,1470.06,155.08,36338,0.994775,0.879724,"Males"
"BEL_2006","BEL","2006",0.000279010997834472,100.12,243.04,1648.94,1472.58,157.44,37052,0.99458,0.87791,"Males"
"BEL_2007","BEL","2007",0.000284441593491929,101.18,248.24,1637.48,1486.8,156.52,38083,0.99424,0.87964,"Males"
"BEL_2008","BEL","2008",0.000265795095881987,98.38,235.96,1669.24,1461.24,157.56,38117,0.994875,0.879175,"Males"
"BEL_2009","BEL","2009",0.000258092096812715,96.11,224.16,1697.87,1434.69,160.24,36999,0.99502,0.88275,"Males"
"BEL_2010","BEL","2010",0.00026554134442149,96.925,228.14,1690.37,1451.43,159.54,37739.0000000001,0.99476,0.88719,"Males"
"BEL_2011","BEL","2011",0.000254108190772557,96.575,225.28,1636.4,1509.3,161.04,38130,0.995135,0.88915,"Males"
"BEL_2012","BEL","2012",0.000265682933776515,98.955,233.7,1693.095,1454.085,162.12,37906,0.994671,0.894952,"Males"
"BEL_2013","BEL","2013",0.000251889266747999,99.595,232.46,1702.74,1460.88,165.92,37737,0.99521,0.90044,"Males"
"BEL_2014","BEL","2014",0.00025015084757049,98.48,221.28,1777.87,1455.21,172.64,38228,0.99538,0.90338,"Males"
"BEL_2015","BEL","2015",0.000243646056591018,98.93,224.96,1775.15,1499.13,170.76,38569,0.99576,0.90569,"Males"
"BEL_2016","BEL","2016",0.000254805165060355,99.82,236.92,1733.56,1487.16,162.36,38766,0.9956,0.90873,"Males"
"BEL_2017","BEL","2017",0.000257274927225976,98.52,234.64,1700.18,1501.74,159.44,39352,0.99528,0.91175,"Males"
"BEL_2018","BEL","2018",0.00026456469295051,98.08,227.48,1731.9,1470.78,164.84,39756,0.99521,0.91428,"Males"
"BEL_2019","BEL","2019",0.000262856506136981,103.11,251.72,1663.01,1592.55,160.72,37294.233345044,0.99546,0.91428,"Males"
"BEL_2020","BEL","2020",0.000248059370360829,104.79,262.44,1632.63,1617.21,156.72,41134.2295895718,0.99599,0.91244,"Males"
"BGD_2008","BGD","2008",0.000174041745619421,52.16,34.08,1928.6,248.759999999999,174.56,2321,0.92657,0.74949,"Males"
"BGD_2009","BGD","2009",0.000172784395601108,55.23,37,1939.21,264.870000000001,183.96,2449,0.92834,0.74319,"Males"
"BGD_2010","BGD","2010",0.000165517270221129,55.265,39.28,1953.56,250.38,181.8,2599,0.9407,0.76343,"Males"
"BGD_2011","BGD","2011",0.00015606782099748,54.9,39.8599999999999,1960.085,256.815,179.72,2772,0.95368,0.77658,"Males"
"BGD_2013","BGD","2013",0.000147187291993564,56.01,41.6,1959.58,268.38,182.44,3057,0.95944,0.76401,"Males"
"BGD_2014","BGD","2014",0.000144765418976752,56.57,45.8400000000001,1958.54,288.18,180.44,3217,0.96201,0.75811,"Males"
"BGD_2015","BGD","2015",0.000141411500236235,58.18,47.1199999999999,2004.42,301.860000000001,185.6,3402,0.96235,0.76345,"Males"
"BGD_2016","BGD","2016",0.000149774851678106,57.91,48.08,1951.53,295.829999999999,183.56,3604,0.95897,0.799,"Males"
"BGD_2017","BGD","2017",0.000143455979435945,59.47,50.36,1996.46,303.66,187.52,3837.00000000001,0.9621,0.8075,"Males"
"BGD_2018","BGD","2018",0.000138979141893348,61.31,51.2799999999999,2056.71,310.050000000001,193.96,4099.00000000001,0.96353,0.80953,"Males"
"BGD_2019","BGD","2019",0.000132069865295444,60.61,51.0800000000001,2008.7,310.86,191.36,4105.06499228056,0.9674,0.81763,"Males"
"BGD_2020","BGD","2020",0.000134217972887223,61.42,52.12,2012.34,316.98,193.56,4196.46833743763,0.96664,0.81299,"Males"
"BGR_1961","BGR","1961",0.000793376951053082,90.69,93.6,2034.9,650.34,269.12,4897,0.94722,0.78565,"Males"
"BGR_1963","BGR","1963",0.000763572408031982,91.52,94.8400000000001,2083.2,684.72,271.24,5448,0.9537,0.7952,"Males"
"BGR_1964","BGR","1964",0.000732689813439235,92.66,99.5999999999999,2110.71,700.65,271.04,5829,0.95759,0.80359,"Males"
"BGR_1965","BGR","1965",0.000723806459676377,95.41,104.6,2166.47,712.89,277.04,6137,0.95969,0.80893,"Males"
"BGR_1966","BGR","1966",0.000733471904632673,98.22,112.24,2212.85,729.27,280.6,6575,0.95916,0.80148,"Males"
"BGR_1970","BGR","1970",0.000651126080726015,94.12,117.24,2147.51,746.01,259.24,7608,0.96428,0.79706,"Males"
"BGR_1975","BGR","1975",0.000602437225959946,100.28,157.64,2000.53,883.35,243.44,9295,0.96875,0.79395,"Males"
"BGR_1979","BGR","1979",0.000600869437696449,102.87,170,1989.07,954.45,241.48,9954,0.97096,0.78462,"Males"
"BGR_1985","BGR","1985",0.000545830708488107,106.94,201.96,1895.31,1050.93,225.8,9923.99999999999,0.9787,0.76783,"Males"
"BGR_1989","BGR","1989",0.0005651969061954,110.45,212.2,1845.69,1101.51,229.6,9908,0.9782,0.76185,"Males"
"BGR_1990","BGR","1990",0.00056336014551005,95.7,175.28,1653.31,910.89,207.56,8921.99999999999,0.97921,0.76197,"Males"
"BGR_1991","BGR","1991",0.000595233587624403,90.94,155.52,1629.54,866.7,208.28,8319.99999999999,0.97832,0.76099,"Males"
"BGR_1992","BGR","1992",0.000630600861138505,86.52,156.36,1588.69,922.23,189.72,7845.99999999999,0.9775,0.74875,"Males"
"BGR_1993","BGR","1993",0.000644423193483244,87.69,166.44,1529.64,894.6,184.32,7959,0.97787,0.73717,"Males"
"BGR_1994","BGR","1994",0.000660740037150355,85.32,155.84,1528.14,815.58,185.44,8212,0.97852,0.73213,"Males"
"BGR_1995","BGR","1995",0.00068654338480697,87.12,159.44,1558.22,825.3,189.04,8567,0.97844,0.73499,"Males"
"BGR_1996","BGR","1996",0.000713453230007366,83.22,155.32,1470.85,792.27,177.6,7901.00000000001,0.9779,0.73752,"Males"
"BGR_1998","BGR","1998",0.000732162058919798,89.86,179.64,1466.35,861.21,179.8,8321.99999999999,0.97889,0.7454,"Males"
"BGR_1999","BGR","1999",0.000685766170106215,88.93,167.68,1542.84,829.44,188.08,7922,0.98121,0.75748,"Males"
"BGR_2002","BGR","2002",0.000654832718849049,81.87,151.44,1475.47,832.05,176.04,9472,0.98292,0.76492,"Males"
"BGR_2003","BGR","2003",0.000631083562666049,78.55,141.44,1436.56,849.24,172.72,10081,0.98384,0.76826,"Males"
"BGR_2004","BGR","2004",0.000611661506787401,80.13,152.76,1437.41,857.07,167.76,10854,0.9842,0.76762,"Males"
"BGR_2005","BGR","2005",0.000566433469113516,77.82,152.72,1402.97,861.75,158.56,11758,0.98637,0.76669,"Males"
"BGR_2006","BGR","2006",0.000526064068878155,79.75,156.08,1439.09,836.91,162.92,12706,0.98792,0.76875,"Males"
"BGR_2007","BGR","2007",0.000508089409371861,76.13,145.36,1412.1,844.38,159.16,13785,0.98845,0.77411,"Males"
"BGR_2008","BGR","2008",0.000491844585297384,80.01,154.76,1447.64,832.32,165.24,14762,0.98901,0.78004,"Males"
"BGR_2009","BGR","2009",0.000514617336485908,80.48,155.52,1431.15,861.93,166.4,14363,0.98762,0.78296,"Males"
"BGR_2010","BGR","2010",0.000503592495333561,80.14,154.58,1402.345,859.095,165.98,14686,0.98807,0.78895,"Males"
"BGR_2011","BGR","2011",0.000520723689975008,80.855,156.72,1433.225,833.355,166.7,15112,0.98808,0.79442,"Males"
"BGR_2012","BGR","2012",0.000496412934326921,81.46,156.46,1435.23,825.93,169.4,15204,0.9896,0.80088,"Males"
"BGR_2013","BGR","2013",0.000501487652747054,82.835,162.06,1482.925,827.235,169.24,15420,0.98966,0.80202,"Males"
"BGR_2014","BGR","2014",0.000477802086596684,85.53,159.2,1548.44,793.44,182.88,15711,0.99097,0.80097,"Males"
"BGR_2015","BGR","2015",0.000471971012368937,81.67,157.84,1423.1,833.22,168.84,16373,0.99158,0.8037,"Males"
"BGR_2016","BGR","2016",0.000484668007190348,85.12,162.28,1498.12,833.4,178.2,17037,0.99102,0.80463,"Males"
"BGR_2017","BGR","2017",0.000462737435944971,85.49,165.28,1493.8,840.24,176.64,17764,0.99156,0.8065,"Males"
"BGR_2018","BGR","2018",0.000448928672440865,83.59,169.72,1425.67,956.97,164.64,18444,0.9927,0.80766,"Males"
"BGR_2019","BGR","2019",0.000443751592600998,81.11,172.48,1352.86,1037.7,151.96,16316.4032856526,0.99281,0.80794,"Males"
"BHR_1998","BHR","1998",0.00149186978202321,99.2427,223.2824,1616.2183,978.0102,173.6908,13776,0.98001,0.83565,"Males"
"BHS_2000","BHS","2000",0.00175259872087088,92.69,241.28,1439.5,844.74,129.48,15117.238076625,0.98857,0.73757,"Males"
"BHS_2010","BHS","2010",0.00182812596475541,86.785,244.08,1204.91,913.95,103.06,17544.5646500884,0.98837,0.76565,"Males"
"BIH_1961","BIH","1961",0.00142507373881853,90.36,90.0400000000001,2032.65,557.91,271.36,2925.00000000001,0.86833,0.67398,"Males"
"BIH_1971","BIH","1971",0.00120018779141573,97.7,118.36,2115.85,811.35,272.48,4490,0.9304,0.72065,"Males"
"BIH_1981","BIH","1981",0.000924737874003778,105.66,159.72,2146.4,957.96,262.92,6761.99999999999,0.96367,0.76925,"Males"
"BIH_2013","BIH","2013",0.000692119068489762,90.84,124.22,1860.65,675.99,239.12,9092.99999999999,0.99114,0.867195,"Males"
"BIH_2014","BIH","2014",0.000611159726960039,93.36,131.64,1862.76,721.8,241.8,9201,0.99302,0.87117,"Males"
"BIH_2015","BIH","2015",0.000736831911163271,97.41,145.68,1885.01,757.35,243.96,9494.99999999999,0.99041,0.86934,"Males"
"BIH_2016","BIH","2016",0.0007333416601876,98.54,148.52,1891.12,783.72,245.64,9746,0.99082,0.87178,"Males"
"BIH_2017","BIH","2017",0.000749062327774873,97.07,144.88,1864.33,780.39,243.4,10069,0.98998,0.87625,"Males"
"BIH_2018","BIH","2018",0.000734372270198996,99.45,148.92,1897.12,784.08,248.88,10461,0.99062,0.88116,"Males"
"BIH_2019","BIH","2019",0.000787893026976462,101.65,154.32,1839.85,818.55,252.28,8466.49783748539,0.98928,0.8784,"Males"
"BIH_2020","BIH","2020",0.00074809414760504,102.15,148.08,1906.07,795.33,260.52,8789.9525433662,0.99074,0.86327,"Males"
