"Country","Sex","Age","Year","l5","LT_ID3","LT_ID2","at_risk","AgeInt","dx","qx","atRisk","n_events","events","haz","S_t","S_t_new","seS_t","seS","LT_ID","protein.kcal","abp.kcal","pbp.kcal","fat.kcal","carb.kcal","GDP","age_sex"
"ALB","Females",5,1969,0.88796,"ALB_1969_2_5","ALB_1969_2",156,5,0.00417999999999996,0.00470741925311947,156000,734.357403486637,734.357403486637,0.00470741925311947,0.88378,0.88796,0.00154970436202576,0.00154970436202576,"ALB_1969",275.88,73.08,202.76,437.94,1669.18,3080,"5_2"
"ALB","Females",5,1979,0.90853,"ALB_1979_2_5","ALB_1979_2",166,5,0.00290999999999997,0.00320297623633779,166000,531.694055232072,531.694055232072,0.00320297623633779,0.90562,0.90853,0.00138817555841798,0.00138817555841798,"ALB_1979",303.16,85.6,217.56,550.08,1734.76,3716,"5_2"
"ALB","Females",5,1989,0.94173,"ALB_1989_2_5","ALB_1989_2",170,5,0.00337999999999994,0.00358913913754467,170000,610.153653382593,610.153653382593,0.00358913913754467,0.93835,0.94173,0.00106950181591509,0.00106950181591509,"ALB_1989",308.08,87.84,220.24,550.8,1685.12,3948,"5_2"
"ALB","Females",5,2011,0.9816,"ALB_2011_2_5","ALB_2011_2",88,5,0.00148000000000004,0.00150774246128773,88000,132.68133659332,132.68133659332,0.00150774246128773,0.98012,0.9816,0.000947529650050745,0.000947529650050745,"ALB_2011",433.26,224.54,208.72,934.065,1747.675,9484,"5_2"
"ARE","Females",5,1998,0.98105,"ARE_1998_2_5","ARE_1998_2",107,5,0.00325999999999993,0.00332297028693739,107000,355.557820702301,355.557820702301,0.00332297028693739,0.97779,0.98105,0.000781391899106951,0.000781391899106951,"ARE_1998",429.04,203.2,225.84,888.39,1992.57,39668,"5_2"
"ARG","Females",5,1961,0.93259,"ARG_1961_2_5","ARG_1961_2",1054,5,0.00352000000000008,0.00377443463901616,1054000,3978.25410952303,3978.25410952303,0.00377443463901616,0.92907,0.93259,0.00048406948251996,0.000484069482519959,"ARG_1961",422.88,261.36,161.56,843.48,1651.64,9344,"5_2"
"ARG","Females",5,1970,0.94119,"ARG_1970_2_5","ARG_1970_2",1149,5,0.00269999999999992,0.00286870876231146,1149000,3296.14636789587,3296.14636789587,0.00286870876231146,0.93849,0.94119,0.000429457717145927,0.000429457717145927,"ARG_1970",423.44,269.68,153.8,999.18,1690.38,11639,"5_2"
"ARG","Females",5,1980,0.96319,"ARG_1980_2_5","ARG_1980_2",1410,5,0.00157499999999999,0.0016351913952595,1410000,2305.61986731589,2305.61986731589,0.00163519139525949,0.961615,0.96319,0.000314825676047867,0.000314825676047867,"ARG_1980",425.88,289.68,136.24,1050.66,1540.46,13080,"5_2"
"ARG","Females",5,1990,0.97303,"ARG_1990_2_5","ARG_1990_2",1618,5,0.00147999999999993,0.0015210219623238,1618000,2461.01353503991,2461.01353503991,0.0015210219623238,0.97155,0.97303,0.000263140159441049,0.000263140159441049,"ARG_1990",367.28,234.68,132.6,896.58,1515.14,10254,"5_2"
"ARG","Females",5,1991,0.97392,"ARG_1991_2_5","ARG_1991_2",1619,5,0.00136999999999998,0.00140668638081155,1619000,2277.4252505339,2277.4252505339,0.00140668638081155,0.97255,0.97392,0.000257348075964789,0.000257348075964789,"ARG_1991",380.36,241.72,138.64,942.93,1544.71,11224,"5_2"
"ARG","Females",5,2000,0.98196,"ARG_2000_2_5","ARG_2000_2",1732,5,0.00126000000000004,0.00128314798973486,1732000,2222.41231822077,2222.41231822077,0.00128314798973486,0.9807,0.98196,0.00021646979892492,0.00021646979892492,"ARG_2000",419.16,270.92,148.24,1048.41,1682.43,14369,"5_2"
"ARG","Females",5,2009,0.98705,"ARG_2009_2_5","ARG_2009_2",1699,5,0.00102999999999998,0.00104351349982268,1699000,1772.92943619873,1772.92943619873,0.00104351349982268,0.98602,0.98705,0.000182484755296885,0.000182484755296885,"ARG_2009",393.48,253.32,140.16,998.37,1634.15,17329,"5_2"
"ARG","Females",5,2010,0.98574,"ARG_2010_2_5","ARG_2010_2",1697,5,0.0010699999999999,0.00108547892953507,1697000,1842.05774342102,1842.05774342102,0.00108547892953507,0.98467,0.98574,0.000189721201811253,0.000189721201811253,"ARG_2010",400.08,251.16,148.94,974.295,1684.125,18980,"5_2"
"AUS","Females",5,1961,0.97854,"AUS_1961_2_5","AUS_1961_2",511,5,0.00190000000000001,0.00194166819956263,511000,992.192449976502,992.192449976502,0.00194166819956263,0.97664,0.97854,0.000404974576650628,0.000404974576650628,"AUS_1961",419.56,271.8,147.76,1001.97,1544.47,13793,"5_2"
"AUS","Females",5,1963,0.97909,"AUS_1963_2_5","AUS_1963_2",528,5,0.00175999999999998,0.00179758755579159,528000,949.126229457957,949.126229457957,0.00179758755579159,0.97733,0.97909,0.000400833745813883,0.000400833745813883,"AUS_1963",436.32,282.52,153.8,1009.17,1592.51,14983,"5_2"
"AUS","Females",5,1964,0.97988,"AUS_1964_2_5","AUS_1964_2",539,5,0.00188999999999995,0.00192880760909494,539000,1039.62730130217,1039.62730130217,0.00192880760909494,0.97799,0.97988,0.000395488439346945,0.000395488439346945,"AUS_1964",441.04,290.04,151,995.13,1573.83,15699,"5_2"
"AUS","Females",5,1965,0.98037,"AUS_1965_2_5","AUS_1965_2",554,5,0.00162999999999991,0.00166263757560912,554000,921.101216887451,921.101216887451,0.00166263757560912,0.97874,0.98037,0.000395611235538175,0.000395611235538175,"AUS_1965",431.24,285.12,146.12,992.34,1534.42,16182,"5_2"
"AUS","Females",5,1966,0.98018,"AUS_1966_2_5","AUS_1966_2",570,5,0.00162000000000007,0.00165275765675699,570000,942.071864351484,942.071864351484,0.00165275765675699,0.97856,0.98018,0.000397989828274411,0.000397989828274411,"AUS_1966",444.32,284.8,159.52,992.79,1594.89,16324,"5_2"
"AUS","Females",5,1971,0.98193,"AUS_1971_2_5","AUS_1971_2",603,5,0.00163000000000002,0.00165999613007039,603000,1000.97766643245,1000.97766643245,0.00165999613007039,0.9803,0.98193,0.000353021752186692,0.000353021752186692,"AUS_1971",435.44,285.44,150,1030.59,1557.97,19590,"5_2"
"AUS","Females",5,1976,0.98576,"AUS_1976_2_5","AUS_1976_2",625,5,0.00129000000000001,0.00130863496185685,625000,817.896851160534,817.896851160534,0.00130863496185685,0.98447,0.98576,0.000334243544728665,0.000334243544728665,"AUS_1976",450.88,314.44,136.4,1007.28,1475.84,21613,"5_2"
"AUS","Females",5,1979,0.98776,"AUS_1979_2_5","AUS_1979_2",647,5,0.00120999999999993,0.00122499392564989,647000,792.571069895478,792.571069895478,0.00122499392564989,0.98655,0.98776,0.000312389549817701,0.000312389549817701,"AUS_1979",420.92,284.68,136.24,997.2,1406.88,22826,"5_2"
"AUS","Females",5,1981,0.98903,"AUS_1981_2_5","AUS_1981_2",621,5,0.000979999999999981,0.00099086984216857,621000,615.330171986682,615.330171986682,0.00099086984216857,0.98805,0.98903,0.00029257740280057,0.00029257740280057,"AUS_1981",414.36,276.12,138.24,1016.46,1452.18,23368,"5_2"
"AUS","Females",5,1982,0.98886,"AUS_1982_2_5","AUS_1982_2",604,5,0.000909999999999966,0.00092025160285578,604000,555.831968124891,555.831968124891,0.00092025160285578,0.98795,0.98886,0.000289968763247951,0.000289968763247951,"AUS_1982",427.2,284.52,142.64,1046.79,1444.01,22972,"5_2"
"AUS","Females",5,1983,0.98947,"AUS_1983_2_5","AUS_1983_2",590,5,0.000859999999999972,0.000869152172375082,590000,512.799781701298,512.799781701298,0.000869152172375082,0.98861,0.98947,0.000281852949378351,0.000281852949378351,"AUS_1983",415.68,277.12,138.56,1022.31,1415.01,22697,"5_2"
"AUS","Females",5,1984,0.99056,"AUS_1984_2_5","AUS_1984_2",580,5,0.000900000000000012,0.00090857696656438,580000,526.97464060734,526.97464060734,0.00090857696656438,0.98966,0.99056,0.000267408866670496,0.000267408866670496,"AUS_1984",426.88,274.84,152.04,1017.72,1462.4,24009,"5_2"
"AUS","Females",5,1988,0.99078,"AUS_1988_2_5","AUS_1988_2",594,5,0.000889999999999946,0.000898282161529246,594000,533.579603948372,533.579603948372,0.000898282161529246,0.98989,0.99078,0.000259026998575539,0.000259026998575539,"AUS_1988",432.64,281.36,151.28,1106.82,1417.54,26702,"5_2"
"AUS","Females",5,1989,0.99129,"AUS_1989_2_5","AUS_1989_2",603,5,0.000850000000000017,0.000857468551079924,603000,517.053536301194,517.053536301194,0.000857468551079924,0.99044,0.99129,0.000249706862627622,0.000249706862627622,"AUS_1989",431.24,285.64,145.6,1137.15,1408.61,27407,"5_2"
"AUS","Females",5,1990,0.99135,"AUS_1990_2_5","AUS_1990_2",614,5,0.000719999999999943,0.000726282342260496,614000,445.937358147945,445.937358147945,0.000726282342260496,0.99063,0.99135,0.000248881423812657,0.000248881423812657,"AUS_1990",440,289.32,150.64,1157.67,1424.33,27373,"5_2"
"AUS","Females",5,1991,0.992435,"AUS_1991_2_5","AUS_1991_2",619,5,0.000704999999999956,0.000710373979152242,619000,439.721493095238,439.721493095238,0.000710373979152242,0.99173,0.992435,0.000230718570123458,0.000230718570123458,"AUS_1991",425.56,282.8,142.72,1153.71,1390.73,26861,"5_2"
"AUS","Females",5,1992,0.99268,"AUS_1992_2_5","AUS_1992_2",622,5,0.000780000000000003,0.000785751702462025,622000,488.73755893138,488.73755893138,0.000785751702462025,0.9919,0.99268,0.00022456106788534,0.00022456106788534,"AUS_1992",417.04,283.56,133.48,1185.57,1373.39,27560,"5_2"
"AUS","Females",5,1993,0.99343,"AUS_1993_2_5","AUS_1993_2",623,5,0.000690000000000079,0.000694563280754637,623000,432.712923910139,432.712923910139,0.000694563280754637,0.99274,0.99343,0.000212799590639715,0.000212799590639715,"AUS_1993",412.04,281,131.04,1164.24,1322.72,28622,"5_2"
"AUS","Females",5,1994,0.99333,"AUS_1994_2_5","AUS_1994_2",624,5,0.000690000000000079,0.000694633203467206,624000,433.451118963536,433.451118963536,0.000694633203467206,0.99264,0.99333,0.000215800121962045,0.000215800121962045,"AUS_1994",421.84,284.08,137.76,1147.95,1342.21,29844,"5_2"
"AUS","Females",5,1995,0.99378,"AUS_1995_2_5","AUS_1995_2",629,5,0.000659999999999994,0.00066413089416168,629000,417.738332427696,417.738332427696,0.00066413089416168,0.99312,0.99378,0.00020814053060733,0.00020814053060733,"AUS_1995",431.04,276.56,154.48,1128.51,1401.45,30690,"5_2"
"AUS","Females",5,1996,0.99384,"AUS_1996_2_5","AUS_1996_2",634,5,0.000649999999999928,0.000654028817515826,634000,414.654270305034,414.654270305034,0.000654028817515826,0.99319,0.99384,0.000208450232821962,0.000208450232821962,"AUS_1996",422.76,275.76,147,1124.37,1390.87,31740,"5_2"
"AUS","Females",5,1997,0.9941,"AUS_1997_2_5","AUS_1997_2",639,5,0.000569999999999959,0.000573382959460778,639000,366.391711095437,366.391711095437,0.000573382959460778,0.99353,0.9941,0.000204620605183033,0.000204620605183033,"AUS_1997",415.96,269.68,146.28,1143.63,1400.41,32858,"5_2"
"AUS","Females",5,1998,0.99411,"AUS_1998_2_5","AUS_1998_2",645,5,0.000580000000000025,0.000583436440635367,645000,376.316504209812,376.316504209812,0.000583436440635367,0.99353,0.99411,0.00020568045789575,0.00020568045789575,"AUS_1998",405.36,270.12,135.24,1123.47,1348.17,34337,"5_2"
"AUS","Females",5,1999,0.99418,"AUS_1999_2_5","AUS_1999_2",649,5,0.000549999999999939,0.000553219738880222,649000,359.039610533264,359.039610533264,0.000553219738880222,0.99363,0.99418,0.000203888589383785,0.000203888589383785,"AUS_1999",405.12,272.76,132.36,1174.32,1297.56,35551,"5_2"
"AUS","Females",5,2000,0.99426,"AUS_2000_2_5","AUS_2000_2",652,5,0.00053000000000003,0.000533059763039879,652000,347.554965502001,347.554965502001,0.000533059763039879,0.99373,0.99426,0.000203753636487136,0.000203753636487136,"AUS_2000",405.2,271.48,133.72,1170.09,1272.71,36603,"5_2"
"AUS","Females",5,2001,0.99446,"AUS_2001_2_5","AUS_2001_2",652,5,0.000500000000000056,0.000502785431289399,652000,327.816101200688,327.816101200688,0.000502785431289399,0.99396,0.99446,0.000200877390499058,0.000200877390499058,"AUS_2001",403.12,270.64,132.48,1208.34,1293.54,37276,"5_2"
"AUS","Females",5,2002,0.99463,"AUS_2002_2_5","AUS_2002_2",651,5,0.000450000000000061,0.000452429546665656,651000,294.531634879342,294.531634879342,0.000452429546665656,0.99418,0.99463,0.00019830407042282,0.00019830407042282,"AUS_2002",419.24,273,146.24,1180.53,1337.23,38567,"5_2"
"AUS","Females",5,2003,0.99467,"AUS_2003_2_5","AUS_2003_2",647,5,0.000450000000000061,0.000452411352508934,647000,292.71014507328,292.71014507328,0.000452411352508934,0.99422,0.99467,0.000197488769101148,0.000197488769101148,"AUS_2003",438.56,280.4,158.16,1178.91,1346.53,39524,"5_2"
"AUS","Females",5,2004,0.9946,"AUS_2004_2_5","AUS_2004_2",644,5,0.000430000000000041,0.000432334606877178,644000,278.423486828903,278.423486828903,0.000432334606877178,0.99417,0.9946,0.000197193081370611,0.000197193081370611,"AUS_2004",406,263.6,142.4,1206.09,1295.91,40888,"5_2"
"AUS","Females",5,2005,0.99463,"AUS_2005_2_5","AUS_2005_2",643,5,0.000419999999999976,0.000422267576887864,643000,271.518051938896,271.518051938896,0.000422267576887864,0.99421,0.99463,0.000195515456067574,0.000195515456067574,"AUS_2005",419.64,280.32,139.32,1235.34,1304.02,41904,"5_2"
"AUS","Females",5,2006,0.99478,"AUS_2006_2_5","AUS_2006_2",645,5,0.000419999999999976,0.000422203904380844,645000,272.321518325644,272.321518325644,0.000422203904380844,0.99436,0.99478,0.000189421303507742,0.000189421303507742,"AUS_2006",418.4,280.56,137.84,1290.78,1307.82,42651,"5_2"
"AUS","Females",5,2007,0.99482,"AUS_2007_2_5","AUS_2007_2",647,5,0.000380000000000047,0.000381978649403959,647000,247.140186164362,247.140186164362,0.000381978649403959,0.99444,0.99482,0.00018473385905867,0.00018473385905867,"AUS_2007",433.32,292.92,140.4,1295.37,1332.31,44034,"5_2"
"AUS","Females",5,2008,0.99529,"AUS_2008_2_5","AUS_2008_2",650,5,0.000399999999999956,0.000401892915632585,650000,261.230395161181,261.230395161181,0.000401892915632585,0.99489,0.99529,0.000173204364380316,0.000173204364380316,"AUS_2008",425.8,276.92,148.88,1269,1373.2,44422,"5_2"
"AUS","Females",5,2009,0.99577,"AUS_2009_2_5","AUS_2009_2",656,5,0.000390000000000001,0.00039165670787431,656000,256.926800365547,256.926800365547,0.00039165670787431,0.99538,0.99577,0.00016255924974121,0.00016255924974121,"AUS_2009",413.32,272.2,141.12,1292.58,1363.1,44687,"5_2"
"AUS","Females",5,2010,0.99577,"AUS_2010_2_5","AUS_2010_2",665,5,0.000380000000000047,0.000381614228185271,665000,253.773461743205,253.773461743205,0.000381614228185271,0.99539,0.99577,0.000161885727058778,0.000161885727058778,"AUS_2010",429.32,287.62,141.72,1337.265,1411.415,45400,"5_2"
"AUS","Females",5,2011,0.9959,"AUS_2011_2_5","AUS_2011_2",675,5,0.000369999999999981,0.000371523245305735,675000,250.778190581371,250.778190581371,0.000371523245305735,0.99553,0.9959,0.000159288320075529,0.000159288320075529,"AUS_2011",433.08,295.4,137.68,1367.145,1383.275,46132,"5_2"
"AUS","Females",5,2012,0.99603,"AUS_2012_2_5","AUS_2012_2",691,5,0.000410000000000021,0.000411634187725291,691000,284.439223718176,284.439223718176,0.000411634187725291,0.99562,0.99603,0.000155694690035989,0.000155694690035989,"AUS_2012",429.22,290.18,139.06,1389.6,1390.18,46999,"5_2"
"AUS","Females",5,2013,0.99598,"AUS_2013_2_5","AUS_2013_2",709,5,0.000410000000000021,0.0004116548525071,709000,291.863290427534,291.863290427534,0.0004116548525071,0.99557,0.99598,0.000155513076308825,0.000155513076308825,"AUS_2013",431.36,291.04,140.34,1365.795,1417.345,47250,"5_2"
"AUS","Females",5,2014,0.99607,"AUS_2014_2_5","AUS_2014_2",727,5,0.000399999999999956,0.000401578202335133,727000,291.947353097642,291.947353097642,0.000401578202335133,0.99567,0.99607,0.000153927782193863,0.000153927782193863,"AUS_2014",431.32,292.96,138.36,1423.8,1406.88,47867,"5_2"
"AUS","Females",5,2015,0.99614,"AUS_2015_2_5","AUS_2015_2",747,5,0.000369999999999981,0.000371433734214048,747000,277.460999457894,277.460999457894,0.000371433734214048,0.99577,0.99614,0.000152222951324318,0.000152222951324318,"AUS_2015",432.92,296,136.88,1435.32,1386.76,48357,"5_2"
"AUS","Females",5,2016,0.9964,"AUS_2016_2_5","AUS_2016_2",762,5,0.000329999999999941,0.000331192292252049,762000,252.368526696061,252.368526696061,0.000331192292252049,0.99607,0.9964,0.000145983219530601,0.000145983219530601,"AUS_2016",435.88,298.4,137.52,1446.21,1400.91,48845,"5_2"
"AUS","Females",5,2017,0.99643,"AUS_2017_2_5","AUS_2017_2",772,5,0.000310000000000032,0.000311110665074348,772000,240.177433437397,240.177433437397,0.000311110665074348,0.99612,0.99643,0.000146255677205768,0.000146255677205768,"AUS_2017",426.96,287.32,139.64,1430.82,1403.22,49266,"5_2"
"AUS","Females",5,2018,0.99649,"AUS_2018_2_5","AUS_2018_2",781,5,0.000310000000000032,0.000311091932683752,781000,242.962799426011,242.962799426011,0.000311091932683752,0.99618,0.99649,0.000145782976008901,0.000145782976008901,"AUS_2018",431.16,290.24,140.96,1445.04,1379.8,49831,"5_2"
"AUT","Females",5,1961,0.967565,"AUT_1961_2_5","AUT_1961_2",241,5,0.00216499999999997,0.00223757577010327,241000,539.255760594889,539.255760594889,0.00223757577010327,0.9654,0.967565,0.000686407363618738,0.000686407363618738,"AUT_1961",355.08,194.68,160.4,1005.66,1643.26,10882,"5_2"
"AUT","Females",5,1962,0.966595,"AUT_1962_2_5","AUT_1962_2",251,5,0.00197000000000003,0.00203808213367546,251000,511.558615552539,511.558615552539,0.00203808213367546,0.964625,0.966595,0.000684645971900343,0.000684645971900343,"AUT_1962",358.88,202.16,156.72,1031.49,1619.63,11078,"5_2"
"AUT","Females",5,1963,0.96802,"AUT_1963_2_5","AUT_1963_2",260,5,0.00173999999999996,0.00179748352306767,260000,467.345715997594,467.345715997594,0.00179748352306767,0.96628,0.96802,0.000663611518312712,0.000663611518312712,"AUT_1963",361.44,201.36,160.08,1070.91,1607.65,11454,"5_2"
"AUT","Females",5,1964,0.9703,"AUT_1964_2_5","AUT_1964_2",269,5,0.00211000000000006,0.00217458517984134,269000,584.963413377322,584.963413377322,0.00217458517984134,0.96819,0.9703,0.00063664960626807,0.00063664960626807,"AUT_1964",364.72,206.16,158.56,1093.77,1596.51,12062,"5_2"
"AUT","Females",5,1965,0.97043,"AUT_1965_2_5","AUT_1965_2",278,5,0.00195000000000001,0.00200941850519873,278000,558.618344445248,558.618344445248,0.00200941850519873,0.96848,0.97043,0.000643251019115359,0.000643251019115359,"AUT_1965",358.76,202.24,156.52,1086.57,1563.67,12328,"5_2"
"AUT","Females",5,1966,0.97201,"AUT_1966_2_5","AUT_1966_2",287,5,0.00173000000000001,0.0017798170800712,287000,510.807501980435,510.807501980435,0.0017798170800712,0.97028,0.97201,0.00062830695718702,0.000628306957187019,"AUT_1966",356.24,200.8,155.44,1088.82,1570.94,12930,"5_2"
"AUT","Females",5,1967,0.97413,"AUT_1967_2_5","AUT_1967_2",295,5,0.00174000000000007,0.00178620923285401,295000,526.931723691932,526.931723691932,0.00178620923285401,0.97239,0.97413,0.000611307230996043,0.000611307230996043,"AUT_1967",355.88,204.8,151.12,1088.91,1525.21,13225,"5_2"
"AUT","Females",5,1968,0.9742,"AUT_1968_2_5","AUT_1968_2",302,5,0.00217000000000001,0.00222746869226032,302000,672.695545062617,672.695545062617,0.00222746869226032,0.97203,0.9742,0.00061811693358958,0.00061811693358958,"AUT_1968",359.16,207.56,151.64,1097.55,1545.29,13742,"5_2"
"AUT","Females",5,1969,0.97499,"AUT_1969_2_5","AUT_1969_2",308,5,0.00183,0.00187694232761361,308000,578.098236904993,578.098236904993,0.00187694232761361,0.97316,0.97499,0.000610227390196655,0.000610227390196655,"AUT_1969",356.92,207.76,149.16,1101.87,1473.21,14555,"5_2"
"AUT","Females",5,1970,0.97397,"AUT_1970_2_5","AUT_1970_2",313,5,0.00160000000000005,0.00164276107066957,313000,514.184215119577,514.184215119577,0.00164276107066957,0.97237,0.97397,0.000637626187588102,0.000637626187588102,"AUT_1970",357.48,209.08,148.4,1122.21,1507.31,15537,"5_2"
"AUT","Females",5,1971,0.9746,"AUT_1971_2_5","AUT_1971_2",316,5,0.00163000000000002,0.0016724810178535,316000,528.504001641706,528.504001641706,0.0016724810178535,0.97297,0.9746,0.000651132981600125,0.000651132981600125,"AUT_1971",360.2,213.72,146.48,1144.71,1486.09,16259,"5_2"
"AUT","Females",5,1972,0.97463,"AUT_1972_2_5","AUT_1972_2",315,5,0.00168999999999997,0.00173399136082408,315000,546.207278659584,546.207278659584,0.00173399136082408,0.97294,0.97463,0.000662583802301954,0.000662583802301954,"AUT_1972",362.6,218.24,144.36,1162.26,1438.14,17169,"5_2"
"AUT","Females",5,1973,0.97741,"AUT_1973_2_5","AUT_1973_2",313,5,0.00155000000000005,0.00158582375870929,313000,496.362836476009,496.362836476009,0.00158582375870929,0.97586,0.97741,0.000651190195982339,0.000651190195982339,"AUT_1973",364.28,220.32,143.96,1191.06,1498.66,17908,"5_2"
"AUT","Females",5,1974,0.97767,"AUT_1974_2_5","AUT_1974_2",307,5,0.00168000000000001,0.001718371229556,307000,527.539967473692,527.539967473692,0.001718371229556,0.97599,0.97767,0.000651613812331633,0.000651613812331633,"AUT_1974",357.6,221.52,136.08,1153.98,1452.42,18583,"5_2"
"AUT","Females",5,1975,0.97935,"AUT_1975_2_5","AUT_1975_2",299,5,0.00155000000000005,0.00158268239138209,299000,473.222035023245,473.222035023245,0.00158268239138209,0.9778,0.97935,0.000627334684302691,0.000627334684302691,"AUT_1975",362.2,223.6,138.6,1157.58,1383.22,18564,"5_2"
"AUT","Females",5,1976,0.98135,"AUT_1976_2_5","AUT_1976_2",290,5,0.0013399999999999,0.00136546593977673,290000,395.985122535253,395.985122535253,0.00136546593977673,0.98001,0.98135,0.000620414154678549,0.000620414154678549,"AUT_1976",369.8,234.36,135.44,1230.75,1402.45,19448,"5_2"
"AUT","Females",5,1977,0.98298,"AUT_1977_2_5","AUT_1977_2",280,5,0.00126999999999999,0.00129198966408268,280000,361.757105943151,361.757105943151,0.00129198966408268,0.98171,0.98298,0.000602472002069881,0.000602472002069881,"AUT_1977",364.68,231.64,133.04,1221.12,1367.2,20350,"5_2"
"AUT","Females",5,1978,0.98481,"AUT_1978_2_5","AUT_1978_2",267,5,0.000959999999999961,0.000974807323239976,267000,260.273555305074,260.273555305074,0.000974807323239976,0.98385,0.98481,0.000566650494727728,0.000566650494727728,"AUT_1978",372.56,238.84,133.72,1239.03,1364.41,20293,"5_2"
"AUT","Females",5,1979,0.98443,"AUT_1979_2_5","AUT_1979_2",254,5,0.00138000000000005,0.00140182643763401,254000,356.063915159038,356.063915159038,0.00140182643763401,0.98305,0.98443,0.000581880560113658,0.000581880560113658,"AUT_1979",379.04,243.24,135.84,1279.26,1383.7,21436,"5_2"
"AUT","Females",5,1980,0.98511,"AUT_1980_2_5","AUT_1980_2",243,5,0.00129000000000001,0.00130949843164724,243000,318.20811889028,318.20811889028,0.00130949843164724,0.98382,0.98511,0.000548134150097215,0.000548134150097215,"AUT_1980",379.8,244.92,134.88,1327.68,1404.52,21932,"5_2"
"AUT","Females",5,1981,0.987185,"AUT_1981_2_5","AUT_1981_2",233,5,0.00112999999999996,0.00114466893236826,233000,266.707861241805,266.707861241805,0.00114466893236826,0.986055,0.987185,0.0005038505103927,0.0005038505103927,"AUT_1981",387.92,252.52,135.4,1346.4,1367.68,21866,"5_2"
"AUT","Females",5,1982,0.98791,"AUT_1982_2_5","AUT_1982_2",223,5,0.00120999999999993,0.00122480792784761,223000,273.132167910017,273.132167910017,0.00122480792784761,0.9867,0.98791,0.000488341257096,0.000488341257096,"AUT_1982",383.28,247.2,136.08,1369.44,1392.28,22254,"5_2"
"AUT","Females",5,1983,0.98825,"AUT_1983_2_5","AUT_1983_2",216,5,0.00122,0.00123450543890716,216000,266.653174803946,266.653174803946,0.00123450543890716,0.98703,0.98825,0.000486830619143005,0.000486830619143005,"AUT_1983",383.4,251.92,131.48,1366.29,1355.31,22944,"5_2"
"AUT","Females",5,1984,0.9879,"AUT_1984_2_5","AUT_1984_2",211,5,0.000829999999999997,0.000840166008705332,211000,177.275027836825,177.275027836825,0.000840166008705332,0.98707,0.9879,0.000490984660414573,0.000490984660414573,"AUT_1984",383.92,249.92,134,1364.49,1364.59,23016,"5_2"
"AUT","Females",5,1985,0.98908,"AUT_1985_2_5","AUT_1985_2",209,5,0.000829999999999997,0.000839163667246327,209000,175.385206454482,175.385206454482,0.000839163667246327,0.98825,0.98908,0.000472272331436983,0.000472272331436983,"AUT_1985",384.24,251.2,133.04,1389.15,1344.61,23514,"5_2"
"AUT","Females",5,1986,0.98986,"AUT_1986_2_5","AUT_1986_2",211,5,0.00103999999999993,0.00105065362778568,211000,221.687915462778,221.687915462778,0.00105065362778568,0.98882,0.98986,0.00046456301521636,0.00046456301521636,"AUT_1986",390.96,255.6,135.36,1394.19,1368.85,24039,"5_2"
"AUT","Females",5,1987,0.98963,"AUT_1987_2_5","AUT_1987_2",216,5,0.000870000000000037,0.000879116437456461,216000,189.889150490596,189.889150490596,0.000879116437456461,0.98876,0.98963,0.000470516138891976,0.000470516138891976,"AUT_1987",394.92,256.96,137.96,1390.41,1366.67,24409,"5_2"
"AUT","Females",5,1988,0.99146,"AUT_1988_2_5","AUT_1988_2",220,5,0.000809999999999977,0.000816976983438543,220000,179.734936356479,179.734936356479,0.000816976983438543,0.99065,0.99146,0.000431867043744259,0.000431867043744259,"AUT_1988",391.64,255.6,136.04,1356.57,1379.79,25112,"5_2"
"AUT","Females",5,1989,0.99101,"AUT_1989_2_5","AUT_1989_2",223,5,0.000709999999999988,0.000716440802817316,223000,159.766299028261,159.766299028261,0.000716440802817316,0.9903,0.99101,0.000428672559556721,0.000428672559556721,"AUT_1989",402.48,260.6,141.88,1400.76,1401.76,26078,"5_2"
"AUT","Females",5,1990,0.99128,"AUT_1990_2_5","AUT_1990_2",225,5,0.000680000000000014,0.000685981760955546,225000,154.345896214998,154.345896214998,0.000685981760955546,0.9906,0.99128,0.000415578627151338,0.000415578627151338,"AUT_1990",409.84,263.08,146.8,1406.16,1428,26930,"5_2"
"AUT","Females",5,1991,0.991965,"AUT_1991_2_5","AUT_1991_2",226,5,0.000669999999999948,0.000675427056398107,226000,152.646514745972,152.646514745972,0.000675427056398107,0.991295,0.991965,0.00039588099743202,0.00039588099743202,"AUT_1991",412.6,266.6,146,1433.07,1435.33,27690,"5_2"
"AUT","Females",5,1992,0.99195,"AUT_1992_2_5","AUT_1992_2",226,5,0.000619999999999954,0.000625031503603966,226000,141.257119814496,141.257119814496,0.000625031503603966,0.99133,0.99195,0.00038817526795048,0.00038817526795048,"AUT_1992",415.8,273.6,142.24,1452.78,1421.42,28072,"5_2"
"AUT","Females",5,1993,0.9932,"AUT_1993_2_5","AUT_1993_2",226,5,0.000879999999999992,0.000886024969794595,226000,200.241643173578,200.241643173578,0.000886024969794595,0.99232,0.9932,0.00036214491241647,0.00036214491241647,"AUT_1993",410.08,268,142.08,1434.15,1413.77,28101,"5_2"
"AUT","Females",5,1994,0.99314,"AUT_1994_2_5","AUT_1994_2",226,5,0.000620000000000065,0.000624282578488496,226000,141.0878627384,141.0878627384,0.000624282578488496,0.99252,0.99314,0.000364588107588687,0.000364588107588688,"AUT_1994",419.52,281.56,137.96,1428.39,1457.09,28781,"5_2"
