"Country","Sex","Age","Year","lx","LT_ID3","LT_ID2","at_risk","AgeInt","dx","qx","atRisk","n_events","events","haz","S_t","S_t_new","seS_t","seS","LT_ID","protein.kcal","abp.kcal","pbp.kcal","fat.kcal","carb.kcal","GDP","age_sex"
"EST","1",5,1998,0.98658,"EST_1998_1_5","EST_1998_1",49,5,0.00231000000000003,0.0023414218816518,49000,114.729672200938,114.729672200938,0.0023414218816518,0.98427,0.98658,0.00134232426512339,0.00134232426512339,"EST_1998",358.28,193.88,164.4,854.82,1607.9,15593,"5_1"
"EST","1",5,1999,0.98626,"EST_1999_1_5","EST_1999_1",45,5,0.00177000000000005,0.00179465860929172,45000,80.7596374181273,80.7596374181273,0.00179465860929172,0.98449,0.98626,0.00139451356200137,0.00139451356200137,"EST_1999",360.64,213.44,147.2,921.24,1669.12,15335,"5_1"
"EST","1",5,2000,0.98799,"EST_2000_1_5","EST_2000_1",41,5,0.00219000000000003,0.00221662162572498,41000,90.8814866547243,90.8814866547243,0.00221662162572498,0.9858,0.98799,0.00122231208955959,0.00122231208955959,"EST_2000",355.88,204.36,151.52,778.86,1753.26,16807,"5_1"
"EST","1",5,2001,0.98759,"EST_2001_1_5","EST_2001_1",38,5,0.00198999999999994,0.00201500622728049,38000,76.5702366366585,76.5702366366585,0.00201500622728049,0.9856,0.98759,0.00123901163249195,0.00123901163249195,"EST_2001",349.04,201.4,147.64,802.71,1712.25,17697,"5_1"
"EST","1",5,2002,0.99018,"EST_2002_1_5","EST_2002_1",36,5,0.00198999999999994,0.00200973560362756,36000,72.3504817305921,72.3504817305921,0.00200973560362756,0.98819,0.99018,0.00107074313726887,0.00107074313726887,"EST_2002",369.48,224.28,145.16,891.54,1573.98,18589,"5_1"
"EST","1",5,2003,0.98917,"EST_2003_1_5","EST_2003_1",33,5,0.00117999999999996,0.00119291931619434,33000,39.3663374344133,39.3663374344133,0.00119291931619434,0.98799,0.98917,0.00114621527875901,0.00114621527875901,"EST_2003",362.08,215.56,146.52,914.58,1579.34,19772,"5_1"
"EST","1",5,2004,0.99189,"EST_2004_1_5","EST_2004_1",32,5,0.00109000000000004,0.00109891217776168,32000,35.1651896883738,35.1651896883738,0.00109891217776168,0.9908,0.99189,0.00101356425541284,0.00101356425541284,"EST_2004",339.64,196.32,143.32,880.47,1587.89,20804,"5_1"
"EST","1",5,2005,0.9925,"EST_2005_1_5","EST_2005_1",31,5,0.00158000000000003,0.00159193954659952,31000,49.3501259445852,49.3501259445852,0.00159193954659952,0.99092,0.9925,0.000963674478855988,0.000963674478855988,"EST_2005",371.96,215.72,156.28,826.02,1715.02,22519,"5_1"
"EST","1",5,2006,0.99263,"EST_2006_1_5","EST_2006_1",31,5,0.00109999999999999,0.00110816719220655,31000,34.3531829584031,34.3531829584031,0.00110816719220655,0.99153,0.99263,0.000895716671745146,0.000895716671745146,"EST_2006",374.56,209.88,164.68,854.82,1686.62,24579,"5_1"
"EST","1",5,2007,0.99216,"EST_2007_1_5","EST_2007_1",31,5,0.00123000000000006,0.00123971940009682,31000,38.4313014030015,38.4313014030015,0.00123971940009682,0.99093,0.99216,0.00088069994976409,0.00088069994976409,"EST_2007",388.32,215.12,173.2,841.23,1713.45,26178,"5_1"
"EST","1",5,2008,0.99305,"EST_2008_1_5","EST_2008_1",32,5,0.00136000000000003,0.00136951815115052,32000,43.8245808368168,43.8245808368168,0.00136951815115052,0.99169,0.99305,0.000882785310301306,0.000882785310301306,"EST_2008",402.72,220.16,182.56,844.47,1756.81,24429,"5_1"
"EST","1",5,2009,0.99492,"EST_2009_1_5","EST_2009_1",33,5,0.00162000000000007,0.0016282716198288,33000,53.7329634543503,53.7329634543503,0.0016282716198288,0.9933,0.99492,0.000772175528187933,0.000772175528187933,"EST_2009",394.72,220.84,173.88,860.13,1790.15,20538,"5_1"
"EST","1",5,2010,0.99499,"EST_2010_1_5","EST_2010_1",32,5,0.00143000000000004,0.00143720037387315,32000,45.9904119639407,45.9904119639407,0.00143720037387315,0.99356,0.99499,0.000769193175349392,0.000769193175349392,"EST_2010",395.02,212.68,182.36,827.82,1766.66,20713,"5_1"
"EST","1",5,2011,0.99705,"EST_2011_1_5","EST_2011_1",33,5,0.00117999999999996,0.00118349129933299,33000,39.0552128779887,39.0552128779887,0.00118349129933299,0.99587,0.99705,0.000585159836897221,0.000585159836897221,"EST_2011",396.3,211.5,184.82,800.865,1759.335,21997,"5_1"
"EST","1",5,2012,0.99643,"EST_2012_1_5","EST_2012_1",35,5,0.00102000000000002,0.00102365444637357,35000,35.8279056230751,35.8279056230751,0.00102365444637357,0.99541,0.99643,0.000689006773241233,0.000689006773241233,"EST_2012",388.46,205.84,182.62,845.775,1596.265,23026,"5_1"
"EST","1",5,2013,0.99738,"EST_2013_1_5","EST_2013_1",37,5,0.000970000000000026,0.000972548075959039,37000,35.9842788104844,35.9842788104844,0.000972548075959039,0.99641,0.99738,0.000559671279185928,0.000559671279185929,"EST_2013",415.04,212.48,202.56,815.895,1624.565,23436,"5_1"
"EST","1",5,2014,0.99625,"EST_2014_1_5","EST_2014_1",38,5,0.00105,0.00105395232120451,38000,40.0501882057715,40.0501882057715,0.00105395232120451,0.9952,0.99625,0.000655659995887709,0.000655659995887709,"EST_2014",400.88,228.56,172.32,959.76,1485.36,24146,"5_1"
"EST","1",5,2015,0.99643,"EST_2015_1_5","EST_2015_1",39,5,0.000500000000000056,0.00050179139528121,39000,19.5698644159672,19.5698644159672,0.00050179139528121,0.99593,0.99643,0.000635570778809989,0.000635570778809989,"EST_2015",409.56,253.32,156.24,1080.72,1340.72,24493,"5_1"
"EST","1",5,2016,0.99659,"EST_2016_1_5","EST_2016_1",40,5,0.000759999999999983,0.00076260046759448,40000,30.5040187037792,30.5040187037792,0.00076260046759448,0.99583,0.99659,0.000678584514997415,0.000678584514997415,"EST_2016",412.04,260.96,151.08,1074.78,1315.18,24857,"5_1"
"EST","1",5,2017,0.99658,"EST_2017_1_5","EST_2017_1",39,5,0.00051000000000001,0.000511750185634882,39000,19.9582572397604,19.9582572397604,0.000511750185634882,0.99607,0.99658,0.000652682723384201,0.000652682723384201,"EST_2017",404.76,249.32,155.44,1074.69,1337.55,26254,"5_1"
"EST","1",5,2018,0.99674,"EST_2018_1_5","EST_2018_1",38,5,0.00051000000000001,0.000511668037803249,38000,19.4433854365235,19.4433854365235,0.000511668037803249,0.99623,0.99674,0.000575242227456551,0.000575242227456551,"EST_2018",416.64,259.48,157.2,1126.35,1377.01,27409,"5_1"
"EST","2",5,1988,0.98517,"EST_1988_2_5","EST_1988_2",56,5,0.00241000000000002,0.00244627830729724,56000,136.991585208646,136.991585208646,0.00244627830729724,0.98276,0.98517,0.00101642578875566,0.00101642578875566,"EST_1988",427,223.64,203.36,948.78,1902.22,17661,"5_2"
"EST","2",5,1989,0.98452,"EST_1989_2_5","EST_1989_2",57,5,0.0021199999999999,0.0021533336041928,57000,122.74001543899,122.74001543899,0.0021533336041928,0.9824,0.98452,0.00103913070525209,0.00103913070525209,"EST_1989",426.44,226.44,200,965.97,1827.59,18779,"5_2"
"EST","2",5,1990,0.98596,"EST_1990_2_5","EST_1990_2",58,5,0.00192999999999999,0.00195748306219318,58000,113.534017607204,113.534017607204,0.00195748306219318,0.98403,0.98596,0.00100771583726799,0.00100771583726799,"EST_1990",427.88,225.48,202.4,948.6,1867.52,17247,"5_2"
"EST","2",5,1991,0.98562,"EST_1991_2_5","EST_1991_2",59,5,0.00133000000000005,0.00134940443578667,59000,79.6148617114133,79.6148617114133,0.00134940443578667,0.98429,0.98562,0.00109054074632216,0.00109054074632216,"EST_1991",401.56,201.48,200.08,799.47,1715.97,15351,"5_2"
"EST","2",5,1992,0.98308,"EST_1992_2_5","EST_1992_2",57,5,0.00184999999999991,0.00188184074541228,57000,107.2649224885,107.2649224885,0.00188184074541228,0.98123,0.98308,0.00126179311980381,0.00126179311980381,"EST_1992",412.32,286.12,126.24,688.77,1284.91,13214,"5_2"
"EST","2",5,1993,0.98339,"EST_1993_2_5","EST_1993_2",55,5,0.00207999999999997,0.00211513234830532,55000,116.332279156793,116.332279156793,0.00211513234830532,0.98131,0.98339,0.00132479359531469,0.00132479359531469,"EST_1993",387.44,253.96,133.48,722.16,1331.4,12207,"5_2"
"EST","2",5,1994,0.98526,"EST_1994_2_5","EST_1994_2",55,5,0.00163000000000002,0.00165438564439845,55000,90.9912104419149,90.9912104419149,0.00165438564439845,0.98363,0.98526,0.00136750793908928,0.00136750793908928,"EST_1994",388.52,245.92,142.56,750.24,1415.24,12070,"5_2"
"EST","2",5,1995,0.98393,"EST_1995_2_5","EST_1995_2",54,5,0.00176999999999994,0.00179890845893502,54000,97.1410567824913,97.1410567824913,0.00179890845893502,0.98216,0.98393,0.00139479724080413,0.00139479724080413,"EST_1995",394.96,222.56,172.4,812.25,1573.79,12881,"5_2"
"EST","2",5,1996,0.98938,"EST_1996_2_5","EST_1996_2",52,5,0.00185000000000002,0.00186985789080032,52000,97.2326103216165,97.2326103216165,0.00186985789080032,0.98753,0.98938,0.00121879790002391,0.00121879790002391,"EST_1996",390.44,209.72,180.72,822.51,1712.05,13548,"5_2"
"EST","2",5,1997,0.98844,"EST_1997_2_5","EST_1997_2",49,5,0.00107000000000002,0.00108251386022421,49000,53.0431791509862,53.0431791509862,0.00108251386022421,0.98737,0.98844,0.00132050359217211,0.00132050359217211,"EST_1997",362.76,190.6,172.16,824.04,1681.2,15075,"5_2"
"EST","2",5,1998,0.98851,"EST_1998_2_5","EST_1998_2",46,5,0.00163999999999997,0.00165906262961424,46000,76.3168809622552,76.3168809622552,0.00165906262961424,0.98687,0.98851,0.00124918592020002,0.00124918592020002,"EST_1998",358.28,193.88,164.4,854.82,1607.9,15593,"5_2"
"EST","2",5,1999,0.9887,"EST_1999_2_5","EST_1999_2",42,5,0.00163999999999997,0.00165874380499643,42000,69.6672398098502,69.6672398098502,0.00165874380499643,0.98706,0.9887,0.00122348826282534,0.00122348826282534,"EST_1999",360.64,213.44,147.2,921.24,1669.12,15335,"5_2"
"EST","2",5,2000,0.99062,"EST_2000_2_5","EST_2000_2",39,5,0.00161,0.00162524479618825,39000,63.3845470513416,63.3845470513416,0.00162524479618825,0.98901,0.99062,0.0011492677670083,0.0011492677670083,"EST_2000",355.88,204.36,151.52,778.86,1753.26,16807,"5_2"
"EST","2",5,2001,0.98978,"EST_2001_2_5","EST_2001_2",36,5,0.00156999999999996,0.00158621107720904,36000,57.1035987795253,57.1035987795253,0.00158621107720904,0.98821,0.98978,0.00117918977298047,0.00117918977298047,"EST_2001",349.04,201.4,147.64,802.71,1712.25,17697,"5_2"
"EST","2",5,2002,0.99438,"EST_2002_2_5","EST_2002_2",34,5,0.00121000000000004,0.00121683863311817,34000,41.3725135260177,41.3725135260177,0.00121683863311817,0.99317,0.99438,0.000903075688699299,0.000903075688699299,"EST_2002",369.48,224.28,145.16,891.54,1573.98,18589,"5_2"
"EST","2",5,2003,0.9926,"EST_2003_2_5","EST_2003_2",32,5,0.000840000000000063,0.000846262341325874,32000,27.080394922428,27.080394922428,0.000846262341325874,0.99176,0.9926,0.00100452159420324,0.00100452159420324,"EST_2003",362.08,215.56,146.52,914.58,1579.34,19772,"5_2"
"EST","2",5,2004,0.99215,"EST_2004_2_5","EST_2004_2",31,5,0.000780000000000003,0.000786171445849925,31000,24.3713148213477,24.3713148213477,0.000786171445849925,0.99137,0.99215,0.000992802052770348,0.000992802052770348,"EST_2004",339.64,196.32,143.32,880.47,1587.89,20804,"5_2"
"EST","2",5,2005,0.99295,"EST_2005_2_5","EST_2005_2",30,5,0.00141000000000002,0.00142001107810063,30000,42.600332343019,42.600332343019,0.00142001107810063,0.99154,0.99295,0.000920449887705689,0.000920449887705689,"EST_2005",371.96,215.72,156.28,826.02,1715.02,22519,"5_2"
"EST","2",5,2006,0.99567,"EST_2006_2_5","EST_2006_2",30,5,0.000970000000000026,0.00097421836552274,30000,29.2265509656822,29.2265509656822,0.00097421836552274,0.9947,0.99567,0.000721640641751228,0.000721640641751228,"EST_2006",374.56,209.88,164.68,854.82,1686.62,24579,"5_2"
"EST","2",5,2007,0.99337,"EST_2007_2_5","EST_2007_2",30,5,0.000619999999999954,0.000624138035173152,30000,18.7241410551946,18.7241410551946,0.000624138035173152,0.99275,0.99337,0.000882236836859266,0.000882236836859266,"EST_2007",388.32,215.12,173.2,841.23,1713.45,26178,"5_2"
"EST","2",5,2008,0.99477,"EST_2008_2_5","EST_2008_2",30,5,0.000150000000000095,0.000150788624506262,30000,4.52365873518787,4.52365873518787,0.000150788624506262,0.99462,0.99477,0.000761733008683754,0.000761733008683755,"EST_2008",402.72,220.16,182.56,844.47,1756.81,24429,"5_2"
"EST","2",5,2009,0.99696,"EST_2009_2_5","EST_2009_2",31,5,0.000129999999999963,0.00013039640507138,31000,4.0422885572128,4.0422885572128,0.00013039640507138,0.99683,0.99696,0.000615955731425215,0.000615955731425215,"EST_2009",394.72,220.84,173.88,860.13,1790.15,20538,"5_2"
"EST","2",5,2010,0.9975,"EST_2010_2_5","EST_2010_2",32,5,7.00000000000145e-05,7.01754385965058e-05,32000,2.24561403508818,2.24561403508818,7.01754385965058e-05,0.99743,0.9975,0.000557806908494602,0.000557806908494602,"EST_2010",395.02,212.68,182.36,827.82,1766.66,20713,"5_2"
"EST","2",5,2011,0.99755,"EST_2011_2_5","EST_2011_2",32,5,4.000000000004e-05,4.00982406897298e-05,32000,1.28314370207135,1.28314370207135,4.00982406897298e-05,0.99751,0.99755,0.000590064388496781,0.000590064388496781,"EST_2011",396.3,211.5,184.82,800.865,1759.335,21997,"5_2"
"EST","2",5,2012,0.99593,"EST_2012_2_5","EST_2012_2",33,5,0.000360000000000027,0.000361471187734105,33000,11.9285491952255,11.9285491952255,0.000361471187734105,0.99557,0.99593,0.000766626523638949,0.000766626523638949,"EST_2012",388.46,205.84,182.62,845.775,1596.265,23026,"5_2"
"EST","2",5,2013,0.99627,"EST_2013_2_5","EST_2013_2",35,5,0.000719999999999943,0.000722695654792318,35000,25.2943479177311,25.2943479177311,0.000722695654792318,0.99555,0.99627,0.000621399116978028,0.000621399116978028,"EST_2013",415.04,212.48,202.56,815.895,1624.565,23436,"5_2"
"EST","2",5,2014,0.99694,"EST_2014_2_5","EST_2014_2",37,5,0.000400000000000067,0.000401227756936292,37000,14.8454270066428,14.8454270066428,0.000401227756936292,0.99654,0.99694,0.000587147890352299,0.000587147890352299,"EST_2014",400.88,228.56,172.32,959.76,1485.36,24146,"5_2"
"EST","2",5,2015,0.99718,"EST_2015_2_5","EST_2015_2",38,5,0.000519999999999965,0.000521470546942342,38000,19.815880783809,19.815880783809,0.000521470546942342,0.99666,0.99718,0.000583415353744037,0.000583415353744037,"EST_2015",409.56,253.32,156.24,1080.72,1340.72,24493,"5_2"
"EST","2",5,2016,0.99805,"EST_2016_2_5","EST_2016_2",38,5,0.000659999999999994,0.000661289514553373,38000,25.1290015530282,25.1290015530282,0.000661289514553373,0.99739,0.99805,0.000481838830891681,0.000481838830891681,"EST_2016",412.04,260.96,151.08,1074.78,1315.18,24857,"5_2"
"EST","2",5,2017,0.99781,"EST_2017_2_5","EST_2017_2",38,5,0.000269999999999992,0.000270592597789151,38000,10.2825187159877,10.2825187159877,0.000270592597789151,0.99754,0.99781,0.000490987235093714,0.000490987235093714,"EST_2017",404.76,249.32,155.44,1074.69,1337.55,26254,"5_2"
"EST","2",5,2018,0.99834,"EST_2018_2_5","EST_2018_2",37,5,0.000140000000000029,0.000140232786425495,37000,5.18861309774333,5.18861309774333,0.000140232786425495,0.9982,0.99834,0.000422371990963261,0.000422371990963261,"EST_2018",416.64,259.48,157.2,1126.35,1377.01,27409,"5_2"
"FIN","1",5,1963,0.974805,"FIN_1963_1_5","FIN_1963_1",216,5,0.00315999999999983,0.00324167397582063,216000,700.201578777256,700.201578777256,0.00324167397582063,0.971645,0.974805,0.000727619297248867,0.000727619297248867,"FIN_1963",377.12,218.8,158.32,1098.81,1535.07,11148,"5_1"
"FIN","1",5,1964,0.97565,"FIN_1964_1_5","FIN_1964_1",212,5,0.00329999999999997,0.00338236047763027,212000,717.060421257617,717.060421257617,0.00338236047763027,0.97235,0.97565,0.000716028623379263,0.000716028623379263,"FIN_1964",365.36,217.96,147.4,1080.18,1573.46,11647,"5_1"
"FIN","1",5,1965,0.97583,"FIN_1965_1_5","FIN_1965_1",208,5,0.00361,0.00369941485709601,208000,769.478290275971,769.478290275971,0.00369941485709601,0.97222,0.97583,0.000734947827114827,0.000734947827114827,"FIN_1965",365.8,218.16,147.6,1089.45,1583.75,12226,"5_1"
"FIN","1",5,1968,0.98042,"FIN_1968_1_5","FIN_1968_1",200,5,0.00330999999999992,0.00337610411864295,2e+05,675.220823728591,675.220823728591,0.00337610411864295,0.97711,0.98042,0.000678622289877269,0.000678622289877269,"FIN_1968",359.52,221.76,137.76,1100.07,1525.41,12900,"5_1"
"FIN","1",5,1973,0.98417,"FIN_1973_1_5","FIN_1973_1",188,5,0.00273999999999996,0.00278407185750426,188000,523.4055092108,523.4055092108,0.00278407185750426,0.98143,0.98417,0.000676389926340778,0.000676389926340778,"FIN_1973",370.08,237.72,132.36,1179,1510.92,17669,"5_1"
"FIN","1",5,1975,0.98575,"FIN_1975_1_5","FIN_1975_1",178,5,0.00234999999999996,0.00238397159523202,178000,424.346943951299,424.346943951299,0.00238397159523202,0.9834,0.98575,0.000609996794150043,0.000609996794150043,"FIN_1975",379.28,245.76,133.52,1225.53,1465.19,18237,"5_1"
"FIN","1",5,1976,0.98777,"FIN_1976_1_5","FIN_1976_1",171,5,0.00196000000000007,0.00198426759265828,171000,339.309758344566,339.309758344566,0.00198426759265828,0.98581,0.98777,0.000566033465645438,0.000566033465645438,"FIN_1976",372.52,242.36,130.16,1209.33,1417.15,18104,"5_1"
"FIN","1",5,1977,0.9875,"FIN_1977_1_5","FIN_1977_1",165,5,0.00205,0.0020759493670886,165000,342.53164556962,342.53164556962,0.0020759493670886,0.98545,0.9875,0.00056003426044684,0.00056003426044684,"FIN_1977",366.08,241.96,124.12,1176.12,1362.8,18100,"5_1"
"FIN","1",5,1978,0.98914,"FIN_1978_1_5","FIN_1978_1",158,5,0.00201499999999999,0.00203712315749033,158000,321.865458883473,321.865458883473,0.00203712315749033,0.987125,0.98914,0.000536415817953604,0.000536415817953604,"FIN_1978",375.32,242.76,132.56,1147.68,1383,18425,"5_1"
"FIN","1",5,1979,0.99001,"FIN_1979_1_5","FIN_1979_1",153,5,0.00177999999999989,0.00179796163675104,153000,275.088130422908,275.088130422908,0.00179796163675104,0.98823,0.99001,0.000518982149300704,0.000518982149300704,"FIN_1979",379.04,245.76,133.28,1161.27,1333.69,19657,"5_1"
"FIN","1",5,1980,0.9898,"FIN_1980_1_5","FIN_1980_1",152,5,0.00156000000000001,0.00157607597494444,152000,239.563548191555,239.563548191555,0.00157607597494444,0.98824,0.9898,0.000530542327858201,0.000530542327858201,"FIN_1980",376.96,242.6,134.36,1178.1,1393.94,20640,"5_1"
"FIN","1",5,1981,0.99086,"FIN_1981_1_5","FIN_1981_1",154,5,0.00176999999999994,0.00178632702904541,154000,275.094362472994,275.094362472994,0.00178632702904541,0.98909,0.99086,0.000504094639331334,0.000504094639331334,"FIN_1981",370.72,237.8,132.92,1153.08,1358.2,20935,"5_1"
"FIN","1",5,1982,0.99198,"FIN_1982_1_5","FIN_1982_1",160,5,0.00127999999999995,0.00129034859573776,160000,206.455775318042,206.455775318042,0.00129034859573776,0.9907,0.99198,0.000461680961440083,0.000461680961440083,"FIN_1982",381.8,247.08,134.72,1213.92,1370.28,21495,"5_1"
"FIN","1",5,1983,0.991635,"FIN_1983_1_5","FIN_1983_1",163,5,0.00138000000000005,0.00139164107761429,163000,226.83749565113,226.83749565113,0.00139164107761429,0.990255,0.991635,0.000465185072880052,0.000465185072880052,"FIN_1983",361,233.72,127.24,1160.28,1314.72,21944,"5_1"
"FIN","1",5,1984,0.99141,"FIN_1984_1_5","FIN_1984_1",166,5,0.00134999999999996,0.00136169697703267,166000,226.041698187424,226.041698187424,0.00136169697703267,0.99006,0.99141,0.0004772094463597,0.0004772094463597,"FIN_1984",374,239.08,134.92,1126.98,1346.02,22486,"5_1"
"FIN","1",5,1985,0.99212,"FIN_1985_1_5","FIN_1985_1",166,5,0.00138000000000005,0.00139096077087454,166000,230.899487965174,230.899487965174,0.00139096077087454,0.99074,0.99212,0.000464900789416,0.000464900789416,"FIN_1985",367.24,234.64,132.6,1111.77,1331.99,23148,"5_1"
"FIN","1",5,1986,0.99197,"FIN_1986_1_5","FIN_1986_1",165,5,0.00107999999999997,0.00108874260310289,165000,179.642529511976,179.642529511976,0.00108874260310289,0.99089,0.99197,0.00048671780009258,0.00048671780009258,"FIN_1986",373.56,241.24,132.32,1143.99,1287.45,23621,"5_1"
"FIN","1",5,1987,0.99173,"FIN_1987_1_5","FIN_1987_1",165,5,0.00111000000000006,0.00111925624918078,165000,184.677281114829,184.677281114829,0.00111925624918078,0.99062,0.99173,0.000486231702598048,0.000486231702598048,"FIN_1987",374.64,242.96,131.68,1106.37,1298.99,24519,"5_1"
"FIN","1",5,1988,0.992295,"FIN_1988_1_5","FIN_1988_1",166,5,0.00117499999999993,0.00118412367289962,166000,196.564529701337,196.564529701337,0.00118412367289962,0.99112,0.992295,0.00047572561945869,0.00047572561945869,"FIN_1988",394.72,252.96,141.72,1126.62,1402.66,25644,"5_1"
"FIN","1",5,1989,0.99223,"FIN_1989_1_5","FIN_1989_1",168,5,0.00113999999999992,0.0011489271640647,168000,193.01976356287,193.01976356287,0.0011489271640647,0.99109,0.99223,0.000471087853044565,0.000471087853044565,"FIN_1989",403.8,254.32,149.52,1183.5,1455.7,27012,"5_1"
"FIN","1",5,1990,0.99315,"FIN_1990_1_5","FIN_1990_1",168,5,0.00114999999999998,0.00115793183305642,168000,194.532547953479,194.532547953479,0.00115793183305642,0.992,0.99315,0.000429314900330087,0.000429314900330087,"FIN_1990",395.88,248.52,147.36,1115.91,1446.21,26884,"5_1"
"FIN","1",5,1991,0.99238,"FIN_1991_1_5","FIN_1991_1",167,5,0.00102000000000002,0.00102783208045307,167000,171.647957435663,171.647957435663,0.00102783208045307,0.99136,0.99238,0.00045850196923499,0.00045850196923499,"FIN_1991",387.48,243.4,144.08,1118.43,1405.09,25175,"5_1"
"FIN","1",5,1992,0.99316,"FIN_1992_1_5","FIN_1992_1",165,5,0.000840000000000063,0.000845785170566739,165000,139.554553143512,139.554553143512,0.000845785170566739,0.99232,0.99316,0.000427161493472077,0.000427161493472077,"FIN_1992",391.6,246.24,145.36,1167.03,1436.37,24220,"5_1"
"FIN","1",5,1993,0.993755,"FIN_1993_1_5","FIN_1993_1",162,5,0.00100499999999992,0.00101131566633619,162000,163.833137946463,163.833137946463,0.00101131566633619,0.99275,0.993755,0.000411145396273037,0.000411145396273037,"FIN_1993",367.88,234.12,133.76,1126.89,1366.23,23944,"5_1"
"FIN","1",5,1994,0.99413,"FIN_1994_1_5","FIN_1994_1",161,5,0.000649999999999928,0.000653838029231517,161000,105.267922706274,105.267922706274,0.000653838029231517,0.99348,0.99413,0.000400634576119894,0.000400634576119894,"FIN_1994",379.68,245.8,133.88,1097.1,1351.22,24798,"5_1"
"FIN","1",5,1995,0.99483,"FIN_1995_1_5","FIN_1995_1",161,5,0.000889999999999946,0.000894625212347784,161000,144.034659187993,144.034659187993,0.000894625212347784,0.99394,0.99483,0.000375160123852441,0.000375160123852441,"FIN_1995",390.8,255.24,135.52,1151.19,1327.01,25762,"5_1"
"FIN","1",5,1996,0.99489,"FIN_1996_1_5","FIN_1996_1",163,5,0.000850000000000017,0.000854365809285466,163000,139.261626913531,139.261626913531,0.000854365809285466,0.99404,0.99489,0.000386091228492938,0.000386091228492938,"FIN_1996",396.4,257.2,139.2,1117.53,1343.07,26637,"5_1"
"FIN","1",5,1997,0.99472,"FIN_1997_1_5","FIN_1997_1",166,5,0.00126000000000004,0.00126668811323794,166000,210.270226797497,210.270226797497,0.00126668811323794,0.99346,0.99472,0.000394762344183255,0.000394762344183255,"FIN_1997",406.2,255.64,150.56,1169.82,1419.98,28240,"5_1"
"FIN","1",5,1998,0.99462,"FIN_1998_1_5","FIN_1998_1",168,5,0.000529999999999919,0.000532866823510405,168000,89.5216263497481,89.5216263497481,0.000532866823510405,0.99409,0.99462,0.000407097582737477,0.000407097582737477,"FIN_1998",411.6,264.04,147.6,1203.3,1396.1,29715,"5_1"
"FIN","1",5,1999,0.99526,"FIN_1999_1_5","FIN_1999_1",168,5,0.00104000000000004,0.00104495307758781,168000,175.552117034752,175.552117034752,0.00104495307758781,0.99422,0.99526,0.000381062835361738,0.000381062835361738,"FIN_1999",404.36,248.52,155.84,1152.63,1438.01,30987,"5_1"
"FIN","1",5,2000,0.99493,"FIN_2000_1_5","FIN_2000_1",168,5,0.000539999999999985,0.000542751751379479,168000,91.1822942317525,91.1822942317525,0.000542751751379479,0.99439,0.99493,0.000394097562820461,0.000394097562820461,"FIN_2000",404.68,251.88,152.8,1106.46,1456.86,32690,"5_1"
"FIN","1",5,2001,0.99526,"FIN_2001_1_5","FIN_2001_1",166,5,0.000940000000000052,0.000944476820127456,166000,156.783152141158,156.783152141158,0.000944476820127456,0.99432,0.99526,0.0003893745551372,0.0003893745551372,"FIN_2001",409,254.32,154.72,1138.5,1431.5,33482,"5_1"
"FIN","1",5,2002,0.996,"FIN_2002_1_5","FIN_2002_1",163,5,0.000650000000000039,0.000652610441767108,163000,106.375502008039,106.375502008039,0.000652610441767108,0.99535,0.996,0.000346527912481745,0.000346527912481745,"FIN_2002",408.52,255.92,152.56,1147.32,1404.16,33987,"5_1"
"FIN","1",5,2003,0.99561,"FIN_2003_1_5","FIN_2003_1",159,5,0.000519999999999965,0.000522292865680301,159000,83.0445656431679,83.0445656431679,0.000522292865680301,0.99509,0.99561,0.000352101107732647,0.000352101107732647,"FIN_2003",417.2,260.2,157,1133.82,1410.98,34607,"5_1"
"FIN","1",5,2004,0.99494,"FIN_2004_1_5","FIN_2004_1",155,5,0.000650000000000039,0.000653305726978551,155000,101.262387681675,101.262387681675,0.000653305726978551,0.99429,0.99494,0.000389416877952962,0.000389416877952962,"FIN_2004",421.24,259.72,161.52,1134.63,1429.13,35889,"5_1"
"FIN","1",5,2005,0.9954,"FIN_2005_1_5","FIN_2005_1",151,5,0.00114999999999998,0.00115531444645367,151000,174.452481414504,174.452481414504,0.00115531444645367,0.99425,0.9954,0.000360638644856946,0.000360638644856946,"FIN_2005",423.88,258.44,165.48,1147.77,1434.35,36787,"5_1"
"FIN","1",5,2006,0.99632,"FIN_2006_1_5","FIN_2006_1",149,5,0.000499999999999945,0.000501846796209998,149000,74.7751726352896,74.7751726352896,0.000501846796209998,0.99582,0.99632,0.000337128253123925,0.000337128253123925,"FIN_2006",432.48,260,172.48,1161.9,1459.62,38161,"5_1"
"FIN","1",5,2007,0.99604,"FIN_2007_1_5","FIN_2007_1",148,5,0.000439999999999996,0.000441749327336247,148000,65.3789004457646,65.3789004457646,0.000441749327336247,0.9956,0.99604,0.000335500288155124,0.000335500288155124,"FIN_2007",441.92,271.52,170.4,1184.94,1471.14,39999,"5_1"
"FIN","1",5,2008,0.99608,"FIN_2008_1_5","FIN_2008_1",147,5,0.000709999999999988,0.000712794153080062,147000,104.780740502769,104.780740502769,0.000712794153080062,0.99537,0.99608,0.000336846432876074,0.000336846432876074,"FIN_2008",447.08,274.88,172.16,1185.21,1433.71,40130,"5_1"
